dags,kyn,rekstrarform,starfandi,bakgrunnur,tegund
2015-11-01,Konur,B: einkarekin sameignarfélög,63,Innflytjendur,Annad
2015-12-01,Alls,B: einkarekin sameignarfélög,2058,Alls,Annad
2015-12-01,Alls,B: einkarekin sameignarfélög,1878,Íslenskur bakgrunnur,Annad
2015-12-01,Alls,B: einkarekin sameignarfélög,180,Innflytjendur,Annad
2015-12-01,Karlar,B: einkarekin sameignarfélög,1399,Alls,Annad
2015-12-01,Karlar,B: einkarekin sameignarfélög,1282,Íslenskur bakgrunnur,Annad
2015-12-01,Karlar,B: einkarekin sameignarfélög,117,Innflytjendur,Annad
2015-12-01,Konur,B: einkarekin sameignarfélög,659,Alls,Annad
2015-12-01,Konur,B: einkarekin sameignarfélög,596,Íslenskur bakgrunnur,Annad
2015-12-01,Konur,B: einkarekin sameignarfélög,63,Innflytjendur,Annad
2016-01-01,Alls,B: einkarekin sameignarfélög,1952,Alls,Annad
2016-01-01,Alls,B: einkarekin sameignarfélög,1802,Íslenskur bakgrunnur,Annad
2016-01-01,Alls,B: einkarekin sameignarfélög,150,Innflytjendur,Annad
2016-01-01,Karlar,B: einkarekin sameignarfélög,1334,Alls,Annad
2016-01-01,Karlar,B: einkarekin sameignarfélög,1228,Íslenskur bakgrunnur,Annad
2016-01-01,Karlar,B: einkarekin sameignarfélög,106,Innflytjendur,Annad
2016-01-01,Konur,B: einkarekin sameignarfélög,618,Alls,Annad
2016-01-01,Konur,B: einkarekin sameignarfélög,574,Íslenskur bakgrunnur,Annad
2016-01-01,Konur,B: einkarekin sameignarfélög,44,Innflytjendur,Annad
2016-02-01,Alls,B: einkarekin sameignarfélög,1958,Alls,Annad
2016-02-01,Alls,B: einkarekin sameignarfélög,1800,Íslenskur bakgrunnur,Annad
2016-02-01,Alls,B: einkarekin sameignarfélög,158,Innflytjendur,Annad
2016-02-01,Karlar,B: einkarekin sameignarfélög,1344,Alls,Annad
2016-02-01,Karlar,B: einkarekin sameignarfélög,1233,Íslenskur bakgrunnur,Annad
2016-02-01,Karlar,B: einkarekin sameignarfélög,111,Innflytjendur,Annad
2016-02-01,Konur,B: einkarekin sameignarfélög,614,Alls,Annad
2016-02-01,Konur,B: einkarekin sameignarfélög,567,Íslenskur bakgrunnur,Annad
2016-02-01,Konur,B: einkarekin sameignarfélög,47,Innflytjendur,Annad
2016-03-01,Alls,B: einkarekin sameignarfélög,1980,Alls,Annad
2016-03-01,Alls,B: einkarekin sameignarfélög,1810,Íslenskur bakgrunnur,Annad
2016-03-01,Alls,B: einkarekin sameignarfélög,170,Innflytjendur,Annad
2016-03-01,Karlar,B: einkarekin sameignarfélög,1360,Alls,Annad
2016-03-01,Karlar,B: einkarekin sameignarfélög,1234,Íslenskur bakgrunnur,Annad
2016-03-01,Karlar,B: einkarekin sameignarfélög,126,Innflytjendur,Annad
2016-03-01,Konur,B: einkarekin sameignarfélög,620,Alls,Annad
2016-03-01,Konur,B: einkarekin sameignarfélög,576,Íslenskur bakgrunnur,Annad
2016-03-01,Konur,B: einkarekin sameignarfélög,44,Innflytjendur,Annad
2016-04-01,Alls,B: einkarekin sameignarfélög,1995,Alls,Annad
2016-04-01,Alls,B: einkarekin sameignarfélög,1827,Íslenskur bakgrunnur,Annad
2016-04-01,Alls,B: einkarekin sameignarfélög,168,Innflytjendur,Annad
2016-04-01,Karlar,B: einkarekin sameignarfélög,1383,Alls,Annad
2016-04-01,Karlar,B: einkarekin sameignarfélög,1261,Íslenskur bakgrunnur,Annad
2016-04-01,Karlar,B: einkarekin sameignarfélög,122,Innflytjendur,Annad
2016-04-01,Konur,B: einkarekin sameignarfélög,612,Alls,Annad
2016-04-01,Konur,B: einkarekin sameignarfélög,566,Íslenskur bakgrunnur,Annad
2016-04-01,Konur,B: einkarekin sameignarfélög,46,Innflytjendur,Annad
2016-05-01,Alls,B: einkarekin sameignarfélög,2094,Alls,Annad
2016-05-01,Alls,B: einkarekin sameignarfélög,1913,Íslenskur bakgrunnur,Annad
2016-05-01,Alls,B: einkarekin sameignarfélög,181,Innflytjendur,Annad
2016-05-01,Karlar,B: einkarekin sameignarfélög,1431,Alls,Annad
2016-05-01,Karlar,B: einkarekin sameignarfélög,1300,Íslenskur bakgrunnur,Annad
2016-05-01,Karlar,B: einkarekin sameignarfélög,131,Innflytjendur,Annad
2016-05-01,Konur,B: einkarekin sameignarfélög,663,Alls,Annad
2016-05-01,Konur,B: einkarekin sameignarfélög,613,Íslenskur bakgrunnur,Annad
2016-05-01,Konur,B: einkarekin sameignarfélög,50,Innflytjendur,Annad
2016-06-01,Alls,B: einkarekin sameignarfélög,2416,Alls,Annad
2016-06-01,Alls,B: einkarekin sameignarfélög,2223,Íslenskur bakgrunnur,Annad
2016-06-01,Alls,B: einkarekin sameignarfélög,193,Innflytjendur,Annad
2016-06-01,Karlar,B: einkarekin sameignarfélög,1602,Alls,Annad
2016-06-01,Karlar,B: einkarekin sameignarfélög,1466,Íslenskur bakgrunnur,Annad
2016-06-01,Karlar,B: einkarekin sameignarfélög,136,Innflytjendur,Annad
2016-06-01,Konur,B: einkarekin sameignarfélög,814,Alls,Annad
2016-06-01,Konur,B: einkarekin sameignarfélög,757,Íslenskur bakgrunnur,Annad
2016-06-01,Konur,B: einkarekin sameignarfélög,57,Innflytjendur,Annad
2016-07-01,Alls,B: einkarekin sameignarfélög,2427,Alls,Annad
2016-07-01,Alls,B: einkarekin sameignarfélög,2240,Íslenskur bakgrunnur,Annad
2016-07-01,Alls,B: einkarekin sameignarfélög,187,Innflytjendur,Annad
2016-07-01,Karlar,B: einkarekin sameignarfélög,1605,Alls,Annad
2016-07-01,Karlar,B: einkarekin sameignarfélög,1474,Íslenskur bakgrunnur,Annad
2016-07-01,Karlar,B: einkarekin sameignarfélög,131,Innflytjendur,Annad
2016-07-01,Konur,B: einkarekin sameignarfélög,822,Alls,Annad
2016-07-01,Konur,B: einkarekin sameignarfélög,766,Íslenskur bakgrunnur,Annad
2016-07-01,Konur,B: einkarekin sameignarfélög,56,Innflytjendur,Annad
2016-08-01,Alls,B: einkarekin sameignarfélög,2433,Alls,Annad
2016-08-01,Alls,B: einkarekin sameignarfélög,2240,Íslenskur bakgrunnur,Annad
2016-08-01,Alls,B: einkarekin sameignarfélög,193,Innflytjendur,Annad
2016-08-01,Karlar,B: einkarekin sameignarfélög,1605,Alls,Annad
2016-08-01,Karlar,B: einkarekin sameignarfélög,1470,Íslenskur bakgrunnur,Annad
2016-08-01,Karlar,B: einkarekin sameignarfélög,135,Innflytjendur,Annad
2016-08-01,Konur,B: einkarekin sameignarfélög,828,Alls,Annad
2016-08-01,Konur,B: einkarekin sameignarfélög,770,Íslenskur bakgrunnur,Annad
2016-08-01,Konur,B: einkarekin sameignarfélög,58,Innflytjendur,Annad
2016-09-01,Alls,B: einkarekin sameignarfélög,2236,Alls,Annad
2016-09-01,Alls,B: einkarekin sameignarfélög,2040,Íslenskur bakgrunnur,Annad
2016-09-01,Alls,B: einkarekin sameignarfélög,196,Innflytjendur,Annad
2016-09-01,Karlar,B: einkarekin sameignarfélög,1504,Alls,Annad
2016-09-01,Karlar,B: einkarekin sameignarfélög,1366,Íslenskur bakgrunnur,Annad
2016-09-01,Karlar,B: einkarekin sameignarfélög,138,Innflytjendur,Annad
2016-09-01,Konur,B: einkarekin sameignarfélög,732,Alls,Annad
2016-09-01,Konur,B: einkarekin sameignarfélög,674,Íslenskur bakgrunnur,Annad
2016-09-01,Konur,B: einkarekin sameignarfélög,58,Innflytjendur,Annad
2016-10-01,Alls,B: einkarekin sameignarfélög,2106,Alls,Annad
2016-10-01,Alls,B: einkarekin sameignarfélög,1903,Íslenskur bakgrunnur,Annad
2016-10-01,Alls,B: einkarekin sameignarfélög,203,Innflytjendur,Annad
2016-10-01,Karlar,B: einkarekin sameignarfélög,1446,Alls,Annad
2016-10-01,Karlar,B: einkarekin sameignarfélög,1299,Íslenskur bakgrunnur,Annad
2016-10-01,Karlar,B: einkarekin sameignarfélög,147,Innflytjendur,Annad
2016-10-01,Konur,B: einkarekin sameignarfélög,660,Alls,Annad
2016-10-01,Konur,B: einkarekin sameignarfélög,604,Íslenskur bakgrunnur,Annad
2016-10-01,Konur,B: einkarekin sameignarfélög,56,Innflytjendur,Annad
2016-11-01,Alls,B: einkarekin sameignarfélög,2070,Alls,Annad
2016-11-01,Alls,B: einkarekin sameignarfélög,1868,Íslenskur bakgrunnur,Annad
2016-11-01,Alls,B: einkarekin sameignarfélög,202,Innflytjendur,Annad
2016-11-01,Karlar,B: einkarekin sameignarfélög,1425,Alls,Annad
2016-11-01,Karlar,B: einkarekin sameignarfélög,1280,Íslenskur bakgrunnur,Annad
2016-11-01,Karlar,B: einkarekin sameignarfélög,145,Innflytjendur,Annad
2016-11-01,Konur,B: einkarekin sameignarfélög,645,Alls,Annad
2016-11-01,Konur,B: einkarekin sameignarfélög,588,Íslenskur bakgrunnur,Annad
2016-11-01,Konur,B: einkarekin sameignarfélög,57,Innflytjendur,Annad
2016-12-01,Alls,B: einkarekin sameignarfélög,2113,Alls,Annad
2016-12-01,Alls,B: einkarekin sameignarfélög,1905,Íslenskur bakgrunnur,Annad
2016-12-01,Alls,B: einkarekin sameignarfélög,208,Innflytjendur,Annad
2016-12-01,Karlar,B: einkarekin sameignarfélög,1456,Alls,Annad
2016-12-01,Karlar,B: einkarekin sameignarfélög,1303,Íslenskur bakgrunnur,Annad
2016-12-01,Karlar,B: einkarekin sameignarfélög,153,Innflytjendur,Annad
2016-12-01,Konur,B: einkarekin sameignarfélög,657,Alls,Annad
2016-12-01,Konur,B: einkarekin sameignarfélög,602,Íslenskur bakgrunnur,Annad
2016-12-01,Konur,B: einkarekin sameignarfélög,55,Innflytjendur,Annad
2017-01-01,Alls,B: einkarekin sameignarfélög,2059,Alls,Annad
2017-01-01,Alls,B: einkarekin sameignarfélög,1865,Íslenskur bakgrunnur,Annad
2017-01-01,Alls,B: einkarekin sameignarfélög,194,Innflytjendur,Annad
2017-01-01,Karlar,B: einkarekin sameignarfélög,1418,Alls,Annad
2017-01-01,Karlar,B: einkarekin sameignarfélög,1278,Íslenskur bakgrunnur,Annad
2017-01-01,Karlar,B: einkarekin sameignarfélög,140,Innflytjendur,Annad
2017-01-01,Konur,B: einkarekin sameignarfélög,641,Alls,Annad
2017-01-01,Konur,B: einkarekin sameignarfélög,587,Íslenskur bakgrunnur,Annad
2017-01-01,Konur,B: einkarekin sameignarfélög,54,Innflytjendur,Annad
2017-02-01,Alls,B: einkarekin sameignarfélög,2058,Alls,Annad
2017-02-01,Alls,B: einkarekin sameignarfélög,1864,Íslenskur bakgrunnur,Annad
2017-02-01,Alls,B: einkarekin sameignarfélög,194,Innflytjendur,Annad
2017-02-01,Karlar,B: einkarekin sameignarfélög,1413,Alls,Annad
2017-02-01,Karlar,B: einkarekin sameignarfélög,1274,Íslenskur bakgrunnur,Annad
2017-02-01,Karlar,B: einkarekin sameignarfélög,139,Innflytjendur,Annad
2017-02-01,Konur,B: einkarekin sameignarfélög,645,Alls,Annad
2017-02-01,Konur,B: einkarekin sameignarfélög,590,Íslenskur bakgrunnur,Annad
2017-02-01,Konur,B: einkarekin sameignarfélög,55,Innflytjendur,Annad
2017-03-01,Alls,B: einkarekin sameignarfélög,2011,Alls,Annad
2017-03-01,Alls,B: einkarekin sameignarfélög,1814,Íslenskur bakgrunnur,Annad
2017-03-01,Alls,B: einkarekin sameignarfélög,197,Innflytjendur,Annad
2017-03-01,Karlar,B: einkarekin sameignarfélög,1387,Alls,Annad
2017-03-01,Karlar,B: einkarekin sameignarfélög,1244,Íslenskur bakgrunnur,Annad
2017-03-01,Karlar,B: einkarekin sameignarfélög,143,Innflytjendur,Annad
2017-03-01,Konur,B: einkarekin sameignarfélög,624,Alls,Annad
2017-03-01,Konur,B: einkarekin sameignarfélög,570,Íslenskur bakgrunnur,Annad
2017-03-01,Konur,B: einkarekin sameignarfélög,54,Innflytjendur,Annad
2017-04-01,Alls,B: einkarekin sameignarfélög,2022,Alls,Annad
2017-04-01,Alls,B: einkarekin sameignarfélög,1826,Íslenskur bakgrunnur,Annad
2017-04-01,Alls,B: einkarekin sameignarfélög,196,Innflytjendur,Annad
2017-04-01,Karlar,B: einkarekin sameignarfélög,1404,Alls,Annad
2017-04-01,Karlar,B: einkarekin sameignarfélög,1261,Íslenskur bakgrunnur,Annad
2017-04-01,Karlar,B: einkarekin sameignarfélög,143,Innflytjendur,Annad
2017-04-01,Konur,B: einkarekin sameignarfélög,618,Alls,Annad
2017-04-01,Konur,B: einkarekin sameignarfélög,565,Íslenskur bakgrunnur,Annad
2017-04-01,Konur,B: einkarekin sameignarfélög,53,Innflytjendur,Annad
2017-05-01,Alls,B: einkarekin sameignarfélög,2165,Alls,Annad
2017-05-01,Alls,B: einkarekin sameignarfélög,1947,Íslenskur bakgrunnur,Annad
2017-05-01,Alls,B: einkarekin sameignarfélög,218,Innflytjendur,Annad
2017-05-01,Karlar,B: einkarekin sameignarfélög,1486,Alls,Annad
2017-05-01,Karlar,B: einkarekin sameignarfélög,1329,Íslenskur bakgrunnur,Annad
2017-05-01,Karlar,B: einkarekin sameignarfélög,157,Innflytjendur,Annad
2017-05-01,Konur,B: einkarekin sameignarfélög,679,Alls,Annad
2017-05-01,Konur,B: einkarekin sameignarfélög,618,Íslenskur bakgrunnur,Annad
2017-05-01,Konur,B: einkarekin sameignarfélög,61,Innflytjendur,Annad
2017-06-01,Alls,B: einkarekin sameignarfélög,2440,Alls,Annad
2017-06-01,Alls,B: einkarekin sameignarfélög,2204,Íslenskur bakgrunnur,Annad
2017-06-01,Alls,B: einkarekin sameignarfélög,236,Innflytjendur,Annad
2017-06-01,Karlar,B: einkarekin sameignarfélög,1627,Alls,Annad
2017-06-01,Karlar,B: einkarekin sameignarfélög,1462,Íslenskur bakgrunnur,Annad
2017-06-01,Karlar,B: einkarekin sameignarfélög,165,Innflytjendur,Annad
2017-06-01,Konur,B: einkarekin sameignarfélög,813,Alls,Annad
2017-06-01,Konur,B: einkarekin sameignarfélög,742,Íslenskur bakgrunnur,Annad
2017-06-01,Konur,B: einkarekin sameignarfélög,71,Innflytjendur,Annad
2017-07-01,Alls,B: einkarekin sameignarfélög,2463,Alls,Annad
2017-07-01,Alls,B: einkarekin sameignarfélög,2220,Íslenskur bakgrunnur,Annad
2017-07-01,Alls,B: einkarekin sameignarfélög,243,Innflytjendur,Annad
2017-07-01,Karlar,B: einkarekin sameignarfélög,1628,Alls,Annad
2017-07-01,Karlar,B: einkarekin sameignarfélög,1461,Íslenskur bakgrunnur,Annad
2017-07-01,Karlar,B: einkarekin sameignarfélög,167,Innflytjendur,Annad
2017-07-01,Konur,B: einkarekin sameignarfélög,835,Alls,Annad
2017-07-01,Konur,B: einkarekin sameignarfélög,759,Íslenskur bakgrunnur,Annad
2017-07-01,Konur,B: einkarekin sameignarfélög,76,Innflytjendur,Annad
2017-08-01,Alls,B: einkarekin sameignarfélög,2455,Alls,Annad
2017-08-01,Alls,B: einkarekin sameignarfélög,2213,Íslenskur bakgrunnur,Annad
2017-08-01,Alls,B: einkarekin sameignarfélög,242,Innflytjendur,Annad
2017-08-01,Karlar,B: einkarekin sameignarfélög,1617,Alls,Annad
2017-08-01,Karlar,B: einkarekin sameignarfélög,1450,Íslenskur bakgrunnur,Annad
2017-08-01,Karlar,B: einkarekin sameignarfélög,167,Innflytjendur,Annad
2017-08-01,Konur,B: einkarekin sameignarfélög,838,Alls,Annad
2017-08-01,Konur,B: einkarekin sameignarfélög,763,Íslenskur bakgrunnur,Annad
2017-08-01,Konur,B: einkarekin sameignarfélög,75,Innflytjendur,Annad
2017-09-01,Alls,B: einkarekin sameignarfélög,2245,Alls,Annad
2017-09-01,Alls,B: einkarekin sameignarfélög,2005,Íslenskur bakgrunnur,Annad
2017-09-01,Alls,B: einkarekin sameignarfélög,240,Innflytjendur,Annad
2017-09-01,Karlar,B: einkarekin sameignarfélög,1522,Alls,Annad
2017-09-01,Karlar,B: einkarekin sameignarfélög,1354,Íslenskur bakgrunnur,Annad
2017-09-01,Karlar,B: einkarekin sameignarfélög,168,Innflytjendur,Annad
2017-09-01,Konur,B: einkarekin sameignarfélög,723,Alls,Annad
2017-09-01,Konur,B: einkarekin sameignarfélög,651,Íslenskur bakgrunnur,Annad
2017-09-01,Konur,B: einkarekin sameignarfélög,72,Innflytjendur,Annad
2017-10-01,Alls,B: einkarekin sameignarfélög,2075,Alls,Annad
2017-10-01,Alls,B: einkarekin sameignarfélög,1852,Íslenskur bakgrunnur,Annad
2017-10-01,Alls,B: einkarekin sameignarfélög,223,Innflytjendur,Annad
2017-10-01,Karlar,B: einkarekin sameignarfélög,1441,Alls,Annad
2017-10-01,Karlar,B: einkarekin sameignarfélög,1280,Íslenskur bakgrunnur,Annad
2017-10-01,Karlar,B: einkarekin sameignarfélög,161,Innflytjendur,Annad
2017-10-01,Konur,B: einkarekin sameignarfélög,634,Alls,Annad
2017-10-01,Konur,B: einkarekin sameignarfélög,572,Íslenskur bakgrunnur,Annad
2017-10-01,Konur,B: einkarekin sameignarfélög,62,Innflytjendur,Annad
2017-11-01,Alls,B: einkarekin sameignarfélög,2044,Alls,Annad
2017-11-01,Alls,B: einkarekin sameignarfélög,1825,Íslenskur bakgrunnur,Annad
2017-11-01,Alls,B: einkarekin sameignarfélög,219,Innflytjendur,Annad
2017-11-01,Karlar,B: einkarekin sameignarfélög,1415,Alls,Annad
2017-11-01,Karlar,B: einkarekin sameignarfélög,1259,Íslenskur bakgrunnur,Annad
2017-11-01,Karlar,B: einkarekin sameignarfélög,156,Innflytjendur,Annad
2017-11-01,Konur,B: einkarekin sameignarfélög,629,Alls,Annad
2017-11-01,Konur,B: einkarekin sameignarfélög,566,Íslenskur bakgrunnur,Annad
2017-11-01,Konur,B: einkarekin sameignarfélög,63,Innflytjendur,Annad
2017-12-01,Alls,B: einkarekin sameignarfélög,2065,Alls,Annad
2017-12-01,Alls,B: einkarekin sameignarfélög,1839,Íslenskur bakgrunnur,Annad
2017-12-01,Alls,B: einkarekin sameignarfélög,226,Innflytjendur,Annad
2017-12-01,Karlar,B: einkarekin sameignarfélög,1435,Alls,Annad
2017-12-01,Karlar,B: einkarekin sameignarfélög,1274,Íslenskur bakgrunnur,Annad
2017-12-01,Karlar,B: einkarekin sameignarfélög,161,Innflytjendur,Annad
2017-12-01,Konur,B: einkarekin sameignarfélög,630,Alls,Annad
2017-12-01,Konur,B: einkarekin sameignarfélög,565,Íslenskur bakgrunnur,Annad
2017-12-01,Konur,B: einkarekin sameignarfélög,65,Innflytjendur,Annad
2018-01-01,Alls,B: einkarekin sameignarfélög,2008,Alls,Annad
2018-01-01,Alls,B: einkarekin sameignarfélög,1796,Íslenskur bakgrunnur,Annad
2018-01-01,Alls,B: einkarekin sameignarfélög,212,Innflytjendur,Annad
2018-01-01,Karlar,B: einkarekin sameignarfélög,1388,Alls,Annad
2018-01-01,Karlar,B: einkarekin sameignarfélög,1237,Íslenskur bakgrunnur,Annad
2018-01-01,Karlar,B: einkarekin sameignarfélög,151,Innflytjendur,Annad
2018-01-01,Konur,B: einkarekin sameignarfélög,620,Alls,Annad
2018-01-01,Konur,B: einkarekin sameignarfélög,559,Íslenskur bakgrunnur,Annad
2018-01-01,Konur,B: einkarekin sameignarfélög,61,Innflytjendur,Annad
2018-02-01,Alls,B: einkarekin sameignarfélög,2023,Alls,Annad
2018-02-01,Alls,B: einkarekin sameignarfélög,1809,Íslenskur bakgrunnur,Annad
2018-02-01,Alls,B: einkarekin sameignarfélög,214,Innflytjendur,Annad
2018-02-01,Karlar,B: einkarekin sameignarfélög,1400,Alls,Annad
2018-02-01,Karlar,B: einkarekin sameignarfélög,1251,Íslenskur bakgrunnur,Annad
2018-02-01,Karlar,B: einkarekin sameignarfélög,149,Innflytjendur,Annad
2018-02-01,Konur,B: einkarekin sameignarfélög,623,Alls,Annad
2018-02-01,Konur,B: einkarekin sameignarfélög,558,Íslenskur bakgrunnur,Annad
2018-02-01,Konur,B: einkarekin sameignarfélög,65,Innflytjendur,Annad
2018-03-01,Alls,B: einkarekin sameignarfélög,2001,Alls,Annad
2018-03-01,Alls,B: einkarekin sameignarfélög,1786,Íslenskur bakgrunnur,Annad
2018-03-01,Alls,B: einkarekin sameignarfélög,215,Innflytjendur,Annad
2018-03-01,Karlar,B: einkarekin sameignarfélög,1386,Alls,Annad
2018-03-01,Karlar,B: einkarekin sameignarfélög,1233,Íslenskur bakgrunnur,Annad
2018-03-01,Karlar,B: einkarekin sameignarfélög,153,Innflytjendur,Annad
2018-03-01,Konur,B: einkarekin sameignarfélög,615,Alls,Annad
2018-03-01,Konur,B: einkarekin sameignarfélög,553,Íslenskur bakgrunnur,Annad
2018-03-01,Konur,B: einkarekin sameignarfélög,62,Innflytjendur,Annad
2018-04-01,Alls,B: einkarekin sameignarfélög,2018,Alls,Annad
2018-04-01,Alls,B: einkarekin sameignarfélög,1795,Íslenskur bakgrunnur,Annad
2018-04-01,Alls,B: einkarekin sameignarfélög,223,Innflytjendur,Annad
2018-04-01,Karlar,B: einkarekin sameignarfélög,1400,Alls,Annad
2018-04-01,Karlar,B: einkarekin sameignarfélög,1241,Íslenskur bakgrunnur,Annad
2018-04-01,Karlar,B: einkarekin sameignarfélög,159,Innflytjendur,Annad
2018-04-01,Konur,B: einkarekin sameignarfélög,618,Alls,Annad
2018-04-01,Konur,B: einkarekin sameignarfélög,554,Íslenskur bakgrunnur,Annad
2018-04-01,Konur,B: einkarekin sameignarfélög,64,Innflytjendur,Annad
2018-05-01,Alls,B: einkarekin sameignarfélög,2130,Alls,Annad
2018-05-01,Alls,B: einkarekin sameignarfélög,1901,Íslenskur bakgrunnur,Annad
2018-05-01,Alls,B: einkarekin sameignarfélög,229,Innflytjendur,Annad
2018-05-01,Karlar,B: einkarekin sameignarfélög,1469,Alls,Annad
2018-05-01,Karlar,B: einkarekin sameignarfélög,1308,Íslenskur bakgrunnur,Annad
2018-05-01,Karlar,B: einkarekin sameignarfélög,161,Innflytjendur,Annad
2018-05-01,Konur,B: einkarekin sameignarfélög,661,Alls,Annad
2018-05-01,Konur,B: einkarekin sameignarfélög,593,Íslenskur bakgrunnur,Annad
2018-05-01,Konur,B: einkarekin sameignarfélög,68,Innflytjendur,Annad
2018-06-01,Alls,B: einkarekin sameignarfélög,2402,Alls,Annad
2018-06-01,Alls,B: einkarekin sameignarfélög,2156,Íslenskur bakgrunnur,Annad
2018-06-01,Alls,B: einkarekin sameignarfélög,246,Innflytjendur,Annad
2018-06-01,Karlar,B: einkarekin sameignarfélög,1591,Alls,Annad
2018-06-01,Karlar,B: einkarekin sameignarfélög,1425,Íslenskur bakgrunnur,Annad
2018-06-01,Karlar,B: einkarekin sameignarfélög,166,Innflytjendur,Annad
2018-06-01,Konur,B: einkarekin sameignarfélög,811,Alls,Annad
2018-06-01,Konur,B: einkarekin sameignarfélög,731,Íslenskur bakgrunnur,Annad
2018-06-01,Konur,B: einkarekin sameignarfélög,80,Innflytjendur,Annad
2018-07-01,Alls,B: einkarekin sameignarfélög,2415,Alls,Annad
2018-07-01,Alls,B: einkarekin sameignarfélög,2166,Íslenskur bakgrunnur,Annad
2018-07-01,Alls,B: einkarekin sameignarfélög,249,Innflytjendur,Annad
2018-07-01,Karlar,B: einkarekin sameignarfélög,1598,Alls,Annad
2018-07-01,Karlar,B: einkarekin sameignarfélög,1431,Íslenskur bakgrunnur,Annad
2018-07-01,Karlar,B: einkarekin sameignarfélög,167,Innflytjendur,Annad
2018-07-01,Konur,B: einkarekin sameignarfélög,817,Alls,Annad
2018-07-01,Konur,B: einkarekin sameignarfélög,735,Íslenskur bakgrunnur,Annad
2018-07-01,Konur,B: einkarekin sameignarfélög,82,Innflytjendur,Annad
2018-08-01,Alls,B: einkarekin sameignarfélög,2412,Alls,Annad
2018-08-01,Alls,B: einkarekin sameignarfélög,2166,Íslenskur bakgrunnur,Annad
2018-08-01,Alls,B: einkarekin sameignarfélög,246,Innflytjendur,Annad
2018-08-01,Karlar,B: einkarekin sameignarfélög,1597,Alls,Annad
2018-08-01,Karlar,B: einkarekin sameignarfélög,1432,Íslenskur bakgrunnur,Annad
2018-08-01,Karlar,B: einkarekin sameignarfélög,165,Innflytjendur,Annad
2018-08-01,Konur,B: einkarekin sameignarfélög,815,Alls,Annad
2018-08-01,Konur,B: einkarekin sameignarfélög,734,Íslenskur bakgrunnur,Annad
2018-08-01,Konur,B: einkarekin sameignarfélög,81,Innflytjendur,Annad
2018-09-01,Alls,B: einkarekin sameignarfélög,2121,Alls,Annad
2018-09-01,Alls,B: einkarekin sameignarfélög,1889,Íslenskur bakgrunnur,Annad
2018-09-01,Alls,B: einkarekin sameignarfélög,232,Innflytjendur,Annad
2018-09-01,Karlar,B: einkarekin sameignarfélög,1437,Alls,Annad
2018-09-01,Karlar,B: einkarekin sameignarfélög,1276,Íslenskur bakgrunnur,Annad
2018-09-01,Karlar,B: einkarekin sameignarfélög,161,Innflytjendur,Annad
2018-09-01,Konur,B: einkarekin sameignarfélög,684,Alls,Annad
2018-09-01,Konur,B: einkarekin sameignarfélög,613,Íslenskur bakgrunnur,Annad
2018-09-01,Konur,B: einkarekin sameignarfélög,71,Innflytjendur,Annad
2018-10-01,Alls,B: einkarekin sameignarfélög,2017,Alls,Annad
2018-10-01,Alls,B: einkarekin sameignarfélög,1796,Íslenskur bakgrunnur,Annad
2018-10-01,Alls,B: einkarekin sameignarfélög,221,Innflytjendur,Annad
2018-10-01,Karlar,B: einkarekin sameignarfélög,1392,Alls,Annad
2018-10-01,Karlar,B: einkarekin sameignarfélög,1233,Íslenskur bakgrunnur,Annad
2018-10-01,Karlar,B: einkarekin sameignarfélög,159,Innflytjendur,Annad
2018-10-01,Konur,B: einkarekin sameignarfélög,625,Alls,Annad
2018-10-01,Konur,B: einkarekin sameignarfélög,563,Íslenskur bakgrunnur,Annad
2018-10-01,Konur,B: einkarekin sameignarfélög,62,Innflytjendur,Annad
2018-11-01,Alls,B: einkarekin sameignarfélög,1970,Alls,Annad
2018-11-01,Alls,B: einkarekin sameignarfélög,1750,Íslenskur bakgrunnur,Annad
2018-11-01,Alls,B: einkarekin sameignarfélög,220,Innflytjendur,Annad
2018-11-01,Karlar,B: einkarekin sameignarfélög,1372,Alls,Annad
2018-11-01,Karlar,B: einkarekin sameignarfélög,1215,Íslenskur bakgrunnur,Annad
2018-11-01,Karlar,B: einkarekin sameignarfélög,157,Innflytjendur,Annad
2018-11-01,Konur,B: einkarekin sameignarfélög,598,Alls,Annad
2018-11-01,Konur,B: einkarekin sameignarfélög,535,Íslenskur bakgrunnur,Annad
2018-11-01,Konur,B: einkarekin sameignarfélög,63,Innflytjendur,Annad
2018-12-01,Alls,B: einkarekin sameignarfélög,1981,Alls,Annad
2018-12-01,Alls,B: einkarekin sameignarfélög,1764,Íslenskur bakgrunnur,Annad
2018-12-01,Alls,B: einkarekin sameignarfélög,217,Innflytjendur,Annad
2018-12-01,Karlar,B: einkarekin sameignarfélög,1372,Alls,Annad
2018-12-01,Karlar,B: einkarekin sameignarfélög,1220,Íslenskur bakgrunnur,Annad
2018-12-01,Karlar,B: einkarekin sameignarfélög,152,Innflytjendur,Annad
2018-12-01,Konur,B: einkarekin sameignarfélög,609,Alls,Annad
2018-12-01,Konur,B: einkarekin sameignarfélög,544,Íslenskur bakgrunnur,Annad
2018-12-01,Konur,B: einkarekin sameignarfélög,65,Innflytjendur,Annad
2019-01-01,Alls,B: einkarekin sameignarfélög,1949,Alls,Annad
2019-01-01,Alls,B: einkarekin sameignarfélög,1736,Íslenskur bakgrunnur,Annad
2019-01-01,Alls,B: einkarekin sameignarfélög,213,Innflytjendur,Annad
