date,fyrirtaeki,flokkur,n
2019-01-31,Gallup,Flokkur Fólksins,156.917
2019-01-31,Gallup,Sósíalistaflokkurinn,224.773
2019-01-31,Gallup,Vinstri Græn,479.233
2019-01-31,Gallup,Annað,4.241
2018-10-31,Gallup,Samfylkingin,1041.93
2018-10-31,Gallup,Miðflokkurinn,631.2869999999999
2018-10-31,Gallup,Viðreisn,661.932
2018-10-31,Gallup,Sjálfstæðisflokkurinn,1581.2820000000002
2018-10-31,Gallup,Framsóknarflokkurinn,441.28799999999995
2018-10-31,Gallup,Píratar,649.674
2018-10-31,Gallup,Flokkur Fólksins,379.998
2018-10-31,Gallup,Sósíalistaflokkurinn,67.419
2018-10-31,Gallup,Vinstri Græn,649.674
2018-10-31,Gallup,Annað,24.516000000000002
2018-07-01,Gallup,Samfylkingin,893
2018-07-01,Gallup,Miðflokkurinn,470
2018-07-01,Gallup,Viðreisn,611
2018-07-01,Gallup,Sjálfstæðisflokkurinn,1439.375
2018-07-01,Gallup,Framsóknarflokkurinn,499.37500000000006
2018-07-01,Gallup,Píratar,769.625
2018-07-01,Gallup,Flokkur Fólksins,299.625
2018-07-01,Gallup,Sósíalistaflokkurinn,58.75
2018-07-01,Gallup,Vinstri Græn,675.625
2018-07-01,Gallup,Annað,158.625
2018-04-29,Gallup,Samfylkingin,1197.5819999999999
2018-04-29,Gallup,Miðflokkurinn,534.514
2018-04-29,Gallup,Viðreisn,520.982
2018-04-29,Gallup,Sjálfstæðisflokkurinn,1711.798
2018-04-29,Gallup,Framsóknarflokkurinn,649.5360000000001
2018-04-29,Gallup,Píratar,744.26
2018-04-29,Gallup,Flokkur Fólksins,284.172
2018-04-29,Gallup,Sósíalistaflokkurinn,0
2018-04-29,Gallup,Vinstri Græn,954.0059999999999
2018-04-29,Gallup,Annað,169.15
2018-02-28,Gallup,Samfylkingin,851.292
2018-02-28,Gallup,Miðflokkurinn,478.50399999999996
2018-02-28,Gallup,Viðreisn,378.35200000000003
2018-02-28,Gallup,Sjálfstæðisflokkurinn,1307.54
2018-02-28,Gallup,Framsóknarflokkurinn,517.452
2018-02-28,Gallup,Píratar,662.116
2018-02-28,Gallup,Flokkur Fólksins,328.276
2018-02-28,Gallup,Sósíalistaflokkurinn,0
2018-02-28,Gallup,Vinstri Græn,923.624
2018-02-28,Gallup,Annað,116.84400000000001
2017-10-27,Gallup,Samfylkingin,465
2017-10-27,Gallup,Miðflokkurinn,291
2017-10-27,Gallup,Viðreisn,246
2017-10-27,Gallup,Sjálfstæðisflokkurinn,759
2017-10-27,Gallup,Framsóknarflokkurinn,267
2017-10-27,Gallup,Píratar,270
2017-10-27,Gallup,Flokkur Fólksins,120
2017-10-27,Gallup,Sósíalistaflokkurinn,0
2017-10-27,Gallup,Vinstri Græn,519
2017-10-27,Gallup,Annað,0
