rikisfang,ar,n
Sankti Vinsent og Grenadínur,2013,1
Sankti Vinsent og Grenadínur,2014,1
Sankti Vinsent og Grenadínur,2015,1
Sankti Vinsent og Grenadínur,2016,1
Sankti Vinsent og Grenadínur,2017,1
Sankti Vinsent og Grenadínur,2018,2
Sankti Vinsent og Grenadínur,2019,0
Sankti Vinsent og Grenadínur,2020,0
Sankti Vinsent og Grenadínur,2021,0
Sankti Vinsent og Grenadínur,2022,0
Sankti Vinsent og Grenadínur,2023,0
Sankti Vinsent og Grenadínur,2024,0
Venesúela,1998,4
Venesúela,1999,1
Venesúela,2000,2
Venesúela,2001,4
Venesúela,2002,1
Venesúela,2003,5
Venesúela,2004,3
Venesúela,2005,3
Venesúela,2006,3
Venesúela,2007,11
Venesúela,2008,11
Venesúela,2009,8
Venesúela,2010,8
Venesúela,2011,9
Venesúela,2012,8
Venesúela,2013,8
Venesúela,2014,6
Venesúela,2015,5
Venesúela,2016,5
Venesúela,2017,6
Venesúela,2018,10
Venesúela,2019,20
Venesúela,2020,82
Venesúela,2021,174
Venesúela,2022,260
Venesúela,2023,698
Venesúela,2024,762
Angóla,1998,0
Angóla,1999,1
Angóla,2000,2
Angóla,2001,2
Angóla,2002,2
Angóla,2003,3
Angóla,2004,3
Angóla,2005,4
Angóla,2006,4
Angóla,2007,4
Angóla,2008,3
Angóla,2009,1
Angóla,2010,2
Angóla,2011,2
Angóla,2012,2
Angóla,2013,2
Angóla,2014,2
Angóla,2015,2
Angóla,2016,2
Angóla,2017,3
Angóla,2018,2
Angóla,2019,1
Angóla,2020,2
Angóla,2021,2
Angóla,2022,1
Angóla,2023,1
Angóla,2024,1
Búrkína Fasó,1998,0
Búrkína Fasó,1999,0
Búrkína Fasó,2000,0
Búrkína Fasó,2001,0
Búrkína Fasó,2002,0
Búrkína Fasó,2003,0
Búrkína Fasó,2004,0
Búrkína Fasó,2005,0
Búrkína Fasó,2006,0
Búrkína Fasó,2007,0
Búrkína Fasó,2008,1
Búrkína Fasó,2009,1
Búrkína Fasó,2010,1
Búrkína Fasó,2011,1
Búrkína Fasó,2012,1
Búrkína Fasó,2013,1
Búrkína Fasó,2014,0
Búrkína Fasó,2015,0
Búrkína Fasó,2016,0
Búrkína Fasó,2017,0
Búrkína Fasó,2018,0
Búrkína Fasó,2019,1
Búrkína Fasó,2020,2
Búrkína Fasó,2021,3
Búrkína Fasó,2022,3
Búrkína Fasó,2023,3
Búrkína Fasó,2024,3
Benín,1998,0
Benín,1999,0
Benín,2000,0
Benín,2001,0
Benín,2002,0
Benín,2003,0
Benín,2004,0
Benín,2005,0
Benín,2006,0
Benín,2007,0
Benín,2008,0
Benín,2009,0
Benín,2010,0
Benín,2011,1
Benín,2012,1
Benín,2013,1
Benín,2014,1
Benín,2015,1
Benín,2016,0
Benín,2017,0
Benín,2018,0
Benín,2019,0
Benín,2020,0
Benín,2021,0
Benín,2022,0
Benín,2023,0
Benín,2024,0
Botswana,1998,0
Botswana,1999,0
Botswana,2000,0
Botswana,2001,0
Botswana,2002,0
Botswana,2003,0
Botswana,2004,0
Botswana,2005,0
Botswana,2006,0
Botswana,2007,0
Botswana,2008,0
Botswana,2009,0
Botswana,2010,0
Botswana,2011,0
Botswana,2012,0
Botswana,2013,0
Botswana,2014,0
Botswana,2015,0
Botswana,2016,0
Botswana,2017,0
Botswana,2018,0
Botswana,2019,0
Botswana,2020,0
Botswana,2021,0
Botswana,2022,0
Botswana,2023,0
Botswana,2024,0
"Kongó, Lýðstjórnarlýðveldið",1998,0
"Kongó, Lýðstjórnarlýðveldið",1999,0
"Kongó, Lýðstjórnarlýðveldið",2000,1
"Kongó, Lýðstjórnarlýðveldið",2001,1
"Kongó, Lýðstjórnarlýðveldið",2002,1
"Kongó, Lýðstjórnarlýðveldið",2003,1
"Kongó, Lýðstjórnarlýðveldið",2004,1
"Kongó, Lýðstjórnarlýðveldið",2005,1
"Kongó, Lýðstjórnarlýðveldið",2006,1
"Kongó, Lýðstjórnarlýðveldið",2007,1
"Kongó, Lýðstjórnarlýðveldið",2008,1
"Kongó, Lýðstjórnarlýðveldið",2009,1
"Kongó, Lýðstjórnarlýðveldið",2010,1
"Kongó, Lýðstjórnarlýðveldið",2011,1
"Kongó, Lýðstjórnarlýðveldið",2012,1
"Kongó, Lýðstjórnarlýðveldið",2013,1
"Kongó, Lýðstjórnarlýðveldið",2014,1
"Kongó, Lýðstjórnarlýðveldið",2015,1
"Kongó, Lýðstjórnarlýðveldið",2016,1
"Kongó, Lýðstjórnarlýðveldið",2017,1
"Kongó, Lýðstjórnarlýðveldið",2018,1
"Kongó, Lýðstjórnarlýðveldið",2019,1
"Kongó, Lýðstjórnarlýðveldið",2020,1
"Kongó, Lýðstjórnarlýðveldið",2021,3
"Kongó, Lýðstjórnarlýðveldið",2022,2
"Kongó, Lýðstjórnarlýðveldið",2023,3
"Kongó, Lýðstjórnarlýðveldið",2024,3
"Kongó, Lýðveldið",1998,0
"Kongó, Lýðveldið",1999,0
"Kongó, Lýðveldið",2000,1
"Kongó, Lýðveldið",2001,1
"Kongó, Lýðveldið",2002,1
"Kongó, Lýðveldið",2003,0
"Kongó, Lýðveldið",2004,1
"Kongó, Lýðveldið",2005,1
"Kongó, Lýðveldið",2006,1
"Kongó, Lýðveldið",2007,0
"Kongó, Lýðveldið",2008,0
"Kongó, Lýðveldið",2009,0
"Kongó, Lýðveldið",2010,0
"Kongó, Lýðveldið",2011,0
"Kongó, Lýðveldið",2012,0
"Kongó, Lýðveldið",2013,0
"Kongó, Lýðveldið",2014,0
"Kongó, Lýðveldið",2015,0
"Kongó, Lýðveldið",2016,0
"Kongó, Lýðveldið",2017,0
"Kongó, Lýðveldið",2018,0
"Kongó, Lýðveldið",2019,0
"Kongó, Lýðveldið",2020,3
"Kongó, Lýðveldið",2021,3
"Kongó, Lýðveldið",2022,3
"Kongó, Lýðveldið",2023,2
"Kongó, Lýðveldið",2024,4
Côte d'Ivoire (Fílabeinsströndin),1998,0
Côte d'Ivoire (Fílabeinsströndin),1999,0
Côte d'Ivoire (Fílabeinsströndin),2000,0
Côte d'Ivoire (Fílabeinsströndin),2001,0
Côte d'Ivoire (Fílabeinsströndin),2002,1
Côte d'Ivoire (Fílabeinsströndin),2003,1
Côte d'Ivoire (Fílabeinsströndin),2004,1
Côte d'Ivoire (Fílabeinsströndin),2005,1
Côte d'Ivoire (Fílabeinsströndin),2006,2
Côte d'Ivoire (Fílabeinsströndin),2007,2
Côte d'Ivoire (Fílabeinsströndin),2008,2
Côte d'Ivoire (Fílabeinsströndin),2009,2
Côte d'Ivoire (Fílabeinsströndin),2010,1
Côte d'Ivoire (Fílabeinsströndin),2011,1
Côte d'Ivoire (Fílabeinsströndin),2012,0
Côte d'Ivoire (Fílabeinsströndin),2013,0
Côte d'Ivoire (Fílabeinsströndin),2014,0
Côte d'Ivoire (Fílabeinsströndin),2015,0
Côte d'Ivoire (Fílabeinsströndin),2016,0
Côte d'Ivoire (Fílabeinsströndin),2017,1
Côte d'Ivoire (Fílabeinsströndin),2018,1
Côte d'Ivoire (Fílabeinsströndin),2019,2
Côte d'Ivoire (Fílabeinsströndin),2020,3
Côte d'Ivoire (Fílabeinsströndin),2021,3
Côte d'Ivoire (Fílabeinsströndin),2022,3
Côte d'Ivoire (Fílabeinsströndin),2023,2
Côte d'Ivoire (Fílabeinsströndin),2024,4
Kamerún,1998,0
Kamerún,1999,0
Kamerún,2000,0
Kamerún,2001,1
Kamerún,2002,1
Kamerún,2003,0
Kamerún,2004,0
Kamerún,2005,0
Kamerún,2006,2
Kamerún,2007,2
Kamerún,2008,3
Kamerún,2009,3
Kamerún,2010,4
Kamerún,2011,6
Kamerún,2012,4
Kamerún,2013,5
Kamerún,2014,5
Kamerún,2015,4
Kamerún,2016,4
Kamerún,2017,4
Kamerún,2018,3
Kamerún,2019,2
Kamerún,2020,4
Kamerún,2021,6
Kamerún,2022,4
Kamerún,2023,7
Kamerún,2024,11
Cabo Verde (Grænhöfðaeyjar),1998,10
Cabo Verde (Grænhöfðaeyjar),1999,9
Cabo Verde (Grænhöfðaeyjar),2000,10
Cabo Verde (Grænhöfðaeyjar),2001,12
Cabo Verde (Grænhöfðaeyjar),2002,11
Cabo Verde (Grænhöfðaeyjar),2003,8
Cabo Verde (Grænhöfðaeyjar),2004,7
Cabo Verde (Grænhöfðaeyjar),2005,9
Cabo Verde (Grænhöfðaeyjar),2006,6
Cabo Verde (Grænhöfðaeyjar),2007,5
Cabo Verde (Grænhöfðaeyjar),2008,8
Cabo Verde (Grænhöfðaeyjar),2009,10
Cabo Verde (Grænhöfðaeyjar),2010,10
Cabo Verde (Grænhöfðaeyjar),2011,8
Cabo Verde (Grænhöfðaeyjar),2012,5
Cabo Verde (Grænhöfðaeyjar),2013,6
Cabo Verde (Grænhöfðaeyjar),2014,6
Cabo Verde (Grænhöfðaeyjar),2015,7
Cabo Verde (Grænhöfðaeyjar),2016,7
Cabo Verde (Grænhöfðaeyjar),2017,8
Cabo Verde (Grænhöfðaeyjar),2018,8
Cabo Verde (Grænhöfðaeyjar),2019,11
Cabo Verde (Grænhöfðaeyjar),2020,9
Cabo Verde (Grænhöfðaeyjar),2021,9
Cabo Verde (Grænhöfðaeyjar),2022,9
Cabo Verde (Grænhöfðaeyjar),2023,8
Cabo Verde (Grænhöfðaeyjar),2024,9
Djibútí,1998,0
Djibútí,1999,0
Djibútí,2000,0
Djibútí,2001,0
Djibútí,2002,0
Djibútí,2003,0
Djibútí,2004,0
Djibútí,2005,0
Djibútí,2006,0
Djibútí,2007,1
Djibútí,2008,1
Djibútí,2009,1
Djibútí,2010,1
Djibútí,2011,1
Djibútí,2012,1
Djibútí,2013,1
Djibútí,2014,1
Djibútí,2015,0
Djibútí,2016,1
Djibútí,2017,1
Djibútí,2018,1
Djibútí,2019,0
Djibútí,2020,0
Djibútí,2021,0
Djibútí,2022,1
Djibútí,2023,0
Djibútí,2024,0
Alsír,1998,8
Alsír,1999,8
Alsír,2000,9
Alsír,2001,10
Alsír,2002,10
Alsír,2003,9
Alsír,2004,7
Alsír,2005,4
Alsír,2006,1
Alsír,2007,0
Alsír,2008,0
Alsír,2009,1
Alsír,2010,1
Alsír,2011,3
Alsír,2012,5
Alsír,2013,9
Alsír,2014,9
Alsír,2015,15
Alsír,2016,16
Alsír,2017,20
Alsír,2018,21
Alsír,2019,25
Alsír,2020,26
Alsír,2021,29
Alsír,2022,21
Alsír,2023,23
Alsír,2024,19
Egyptaland,1998,4
Egyptaland,1999,4
Egyptaland,2000,4
Egyptaland,2001,6
Egyptaland,2002,6
Egyptaland,2003,8
Egyptaland,2004,7
Egyptaland,2005,6
Egyptaland,2006,5
Egyptaland,2007,5
Egyptaland,2008,5
Egyptaland,2009,7
Egyptaland,2010,9
Egyptaland,2011,6
Egyptaland,2012,7
Egyptaland,2013,9
Egyptaland,2014,5
Egyptaland,2015,8
Egyptaland,2016,12
Egyptaland,2017,13
Egyptaland,2018,12
Egyptaland,2019,15
Egyptaland,2020,19
Egyptaland,2021,28
Egyptaland,2022,29
Egyptaland,2023,36
Egyptaland,2024,39
Vestur-Sahara,1998,0
Vestur-Sahara,1999,0
Vestur-Sahara,2000,0
Vestur-Sahara,2001,0
Vestur-Sahara,2002,0
Vestur-Sahara,2003,0
Vestur-Sahara,2004,0
Vestur-Sahara,2005,0
Vestur-Sahara,2006,0
Vestur-Sahara,2007,0
Vestur-Sahara,2008,0
Vestur-Sahara,2009,0
Vestur-Sahara,2010,0
Vestur-Sahara,2011,0
Vestur-Sahara,2012,0
Vestur-Sahara,2013,0
Vestur-Sahara,2014,0
Vestur-Sahara,2015,0
Vestur-Sahara,2016,0
Vestur-Sahara,2017,0
Vestur-Sahara,2018,1
Vestur-Sahara,2019,1
Vestur-Sahara,2020,1
Vestur-Sahara,2021,1
Vestur-Sahara,2022,1
Vestur-Sahara,2023,0
Vestur-Sahara,2024,0
Eritrea,1998,0
Eritrea,1999,0
Eritrea,2000,0
Eritrea,2001,0
Eritrea,2002,0
Eritrea,2003,0
Eritrea,2004,0
Eritrea,2005,2
Eritrea,2006,0
Eritrea,2007,0
Eritrea,2008,1
Eritrea,2009,2
Eritrea,2010,3
Eritrea,2011,3
Eritrea,2012,3
Eritrea,2013,5
Eritrea,2014,8
Eritrea,2015,3
Eritrea,2016,4
Eritrea,2017,4
Eritrea,2018,5
Eritrea,2019,5
Eritrea,2020,2
Eritrea,2021,2
Eritrea,2022,1
Eritrea,2023,1
Eritrea,2024,1
Eþíópía,1998,0
Eþíópía,1999,1
Eþíópía,2000,3
Eþíópía,2001,10
Eþíópía,2002,10
Eþíópía,2003,11
Eþíópía,2004,11
Eþíópía,2005,14
Eþíópía,2006,15
Eþíópía,2007,16
Eþíópía,2008,20
Eþíópía,2009,16
Eþíópía,2010,13
Eþíópía,2011,10
Eþíópía,2012,10
Eþíópía,2013,13
Eþíópía,2014,10
Eþíópía,2015,10
Eþíópía,2016,11
Eþíópía,2017,15
Eþíópía,2018,18
Eþíópía,2019,20
Eþíópía,2020,19
Eþíópía,2021,20
Eþíópía,2022,27
Eþíópía,2023,29
Eþíópía,2024,34
Gabon,1998,0
Gabon,1999,0
Gabon,2000,0
Gabon,2001,0
Gabon,2002,0
Gabon,2003,0
Gabon,2004,0
Gabon,2005,0
Gabon,2006,0
Gabon,2007,0
Gabon,2008,0
Gabon,2009,0
Gabon,2010,0
Gabon,2011,0
Gabon,2012,0
Gabon,2013,0
Gabon,2014,0
Gabon,2015,0
Gabon,2016,0
Gabon,2017,0
Gabon,2018,0
Gabon,2019,0
Gabon,2020,0
Gabon,2021,0
Gabon,2022,0
Gabon,2023,0
Gabon,2024,0
Ghana,1998,4
Ghana,1999,4
Ghana,2000,5
Ghana,2001,11
Ghana,2002,15
Ghana,2003,13
Ghana,2004,12
Ghana,2005,9
Ghana,2006,10
Ghana,2007,11
Ghana,2008,12
Ghana,2009,11
Ghana,2010,11
Ghana,2011,7
Ghana,2012,7
Ghana,2013,13
Ghana,2014,14
Ghana,2015,17
Ghana,2016,23
Ghana,2017,25
Ghana,2018,43
Ghana,2019,51
Ghana,2020,60
Ghana,2021,63
Ghana,2022,75
Ghana,2023,82
Ghana,2024,118
Gambía,1998,0
Gambía,1999,1
Gambía,2000,1
Gambía,2001,1
Gambía,2002,3
Gambía,2003,3
Gambía,2004,3
Gambía,2005,3
Gambía,2006,2
Gambía,2007,2
Gambía,2008,3
Gambía,2009,3
Gambía,2010,3
Gambía,2011,3
Gambía,2012,5
Gambía,2013,4
Gambía,2014,6
Gambía,2015,6
Gambía,2016,6
Gambía,2017,8
Gambía,2018,8
Gambía,2019,10
Gambía,2020,9
Gambía,2021,7
Gambía,2022,8
Gambía,2023,11
Gambía,2024,13
Gínea,1998,0
Gínea,1999,0
Gínea,2000,3
Gínea,2001,5
Gínea,2002,5
Gínea,2003,6
Gínea,2004,7
Gínea,2005,5
Gínea,2006,6
Gínea,2007,4
Gínea,2008,2
Gínea,2009,2
Gínea,2010,2
Gínea,2011,4
Gínea,2012,5
Gínea,2013,5
Gínea,2014,6
Gínea,2015,6
Gínea,2016,5
Gínea,2017,7
Gínea,2018,6
Gínea,2019,7
Gínea,2020,9
Gínea,2021,9
Gínea,2022,8
Gínea,2023,8
Gínea,2024,9
Miðbaugs-Gínea,1998,0
Miðbaugs-Gínea,1999,0
Miðbaugs-Gínea,2000,0
Miðbaugs-Gínea,2001,0
Miðbaugs-Gínea,2002,1
Miðbaugs-Gínea,2003,1
Miðbaugs-Gínea,2004,0
Miðbaugs-Gínea,2005,0
Miðbaugs-Gínea,2006,0
Miðbaugs-Gínea,2007,0
Miðbaugs-Gínea,2008,0
Miðbaugs-Gínea,2009,0
Miðbaugs-Gínea,2010,1
Miðbaugs-Gínea,2011,1
Miðbaugs-Gínea,2012,1
Miðbaugs-Gínea,2013,1
Miðbaugs-Gínea,2014,1
Miðbaugs-Gínea,2015,1
Miðbaugs-Gínea,2016,0
Miðbaugs-Gínea,2017,1
Miðbaugs-Gínea,2018,2
Miðbaugs-Gínea,2019,1
Miðbaugs-Gínea,2020,1
Miðbaugs-Gínea,2021,1
Miðbaugs-Gínea,2022,1
Miðbaugs-Gínea,2023,1
Miðbaugs-Gínea,2024,1
Gínea-Bissaú,1998,1
Gínea-Bissaú,1999,1
Gínea-Bissaú,2000,1
Gínea-Bissaú,2001,1
Gínea-Bissaú,2002,1
Gínea-Bissaú,2003,0
Gínea-Bissaú,2004,0
Gínea-Bissaú,2005,0
Gínea-Bissaú,2006,0
Gínea-Bissaú,2007,0
Gínea-Bissaú,2008,0
Gínea-Bissaú,2009,0
Gínea-Bissaú,2010,0
Gínea-Bissaú,2011,0
Gínea-Bissaú,2012,0
Gínea-Bissaú,2013,0
Gínea-Bissaú,2014,0
Gínea-Bissaú,2015,0
Gínea-Bissaú,2016,0
Gínea-Bissaú,2017,1
Gínea-Bissaú,2018,1
Gínea-Bissaú,2019,0
Gínea-Bissaú,2020,0
Gínea-Bissaú,2021,0
Gínea-Bissaú,2022,0
Gínea-Bissaú,2023,0
Gínea-Bissaú,2024,0
Kenya,1998,1
Kenya,1999,1
Kenya,2000,1
Kenya,2001,3
Kenya,2002,5
Kenya,2003,4
Kenya,2004,5
Kenya,2005,5
Kenya,2006,7
Kenya,2007,8
Kenya,2008,14
Kenya,2009,9
Kenya,2010,9
Kenya,2011,8
Kenya,2012,12
Kenya,2013,18
Kenya,2014,21
Kenya,2015,16
Kenya,2016,14
Kenya,2017,15
Kenya,2018,11
Kenya,2019,9
Kenya,2020,10
Kenya,2021,12
Kenya,2022,16
Kenya,2023,17
Kenya,2024,24
Sankti Lúsía,1998,0
Sankti Lúsía,1999,0
Sankti Lúsía,2000,0
Sankti Lúsía,2001,0
Sankti Lúsía,2002,0
Sankti Lúsía,2003,0
Sankti Lúsía,2004,0
Sankti Lúsía,2005,0
Sankti Lúsía,2006,0
Sankti Lúsía,2007,0
Sankti Lúsía,2008,0
Sankti Lúsía,2009,0
Sankti Lúsía,2010,0
Sankti Lúsía,2011,0
Sankti Lúsía,2012,0
Sankti Lúsía,2013,0
Sankti Lúsía,2014,0
Sankti Lúsía,2015,0
Sankti Lúsía,2016,0
Sankti Lúsía,2017,0
Sankti Lúsía,2018,0
Sankti Lúsía,2019,0
Sankti Lúsía,2020,1
Sankti Lúsía,2021,0
Sankti Lúsía,2022,0
Sankti Lúsía,2023,0
Sankti Lúsía,2024,0
Líbería,1998,0
Líbería,1999,0
Líbería,2000,0
Líbería,2001,0
Líbería,2002,0
Líbería,2003,0
Líbería,2004,0
Líbería,2005,0
Líbería,2006,0
Líbería,2007,0
Líbería,2008,0
Líbería,2009,1
Líbería,2010,0
Líbería,2011,1
Líbería,2012,0
Líbería,2013,1
Líbería,2014,0
Líbería,2015,0
Líbería,2016,0
Líbería,2017,1
Líbería,2018,2
Líbería,2019,5
Líbería,2020,2
Líbería,2021,2
Líbería,2022,3
Líbería,2023,2
Líbería,2024,1
Lesótó,1998,0
Lesótó,1999,0
Lesótó,2000,0
Lesótó,2001,0
Lesótó,2002,0
Lesótó,2003,0
Lesótó,2004,0
Lesótó,2005,0
Lesótó,2006,4
Lesótó,2007,4
Lesótó,2008,0
Lesótó,2009,0
Lesótó,2010,0
Lesótó,2011,0
Lesótó,2012,0
Lesótó,2013,0
Lesótó,2014,0
Lesótó,2015,0
Lesótó,2016,0
Lesótó,2017,0
Lesótó,2018,0
Lesótó,2019,0
Lesótó,2020,0
Lesótó,2021,0
Lesótó,2022,0
Lesótó,2023,0
Lesótó,2024,1
Líbía,1998,0
Líbía,1999,0
Líbía,2000,0
Líbía,2001,0
Líbía,2002,0
Líbía,2003,0
Líbía,2004,1
Líbía,2005,1
Líbía,2006,1
Líbía,2007,1
Líbía,2008,1
Líbía,2009,1
Líbía,2010,2
Líbía,2011,2
Líbía,2012,2
Líbía,2013,2
Líbía,2014,1
Líbía,2015,1
Líbía,2016,2
Líbía,2017,4
Líbía,2018,3
Líbía,2019,2
Líbía,2020,4
Líbía,2021,5
Líbía,2022,7
Líbía,2023,8
Líbía,2024,11
Marokkó,1998,23
Marokkó,1999,26
Marokkó,2000,28
Marokkó,2001,36
Marokkó,2002,39
Marokkó,2003,42
Marokkó,2004,42
Marokkó,2005,38
Marokkó,2006,49
Marokkó,2007,60
Marokkó,2008,55
Marokkó,2009,43
Marokkó,2010,46
Marokkó,2011,40
Marokkó,2012,42
Marokkó,2013,38
Marokkó,2014,38
Marokkó,2015,38
Marokkó,2016,40
Marokkó,2017,45
Marokkó,2018,56
Marokkó,2019,59
Marokkó,2020,62
Marokkó,2021,71
Marokkó,2022,72
Marokkó,2023,70
Marokkó,2024,81
Madagaskar,1998,1
Madagaskar,1999,1
Madagaskar,2000,1
Madagaskar,2001,1
Madagaskar,2002,0
Madagaskar,2003,0
Madagaskar,2004,0
Madagaskar,2005,0
Madagaskar,2006,0
Madagaskar,2007,0
Madagaskar,2008,0
Madagaskar,2009,0
Madagaskar,2010,0
Madagaskar,2011,0
Madagaskar,2012,0
Madagaskar,2013,0
Madagaskar,2014,0
Madagaskar,2015,0
Madagaskar,2016,0
Madagaskar,2017,0
Madagaskar,2018,0
Madagaskar,2019,0
Madagaskar,2020,0
Madagaskar,2021,0
Madagaskar,2022,0
Madagaskar,2023,0
Madagaskar,2024,0
Malí,1998,0
Malí,1999,0
Malí,2000,0
Malí,2001,0
Malí,2002,0
Malí,2003,0
Malí,2004,0
Malí,2005,0
Malí,2006,0
Malí,2007,0
Malí,2008,0
Malí,2009,1
Malí,2010,1
Malí,2011,1
Malí,2012,1
Malí,2013,1
Malí,2014,1
Malí,2015,1
Malí,2016,2
Malí,2017,2
Malí,2018,3
Malí,2019,3
Malí,2020,2
Malí,2021,3
Malí,2022,2
Malí,2023,3
Malí,2024,3
Máritanía,1998,0
Máritanía,1999,0
Máritanía,2000,0
Máritanía,2001,0
Máritanía,2002,0
Máritanía,2003,0
Máritanía,2004,0
Máritanía,2005,0
Máritanía,2006,0
Máritanía,2007,0
Máritanía,2008,0
Máritanía,2009,0
Máritanía,2010,0
Máritanía,2011,0
Máritanía,2012,0
Máritanía,2013,0
Máritanía,2014,0
Máritanía,2015,0
Máritanía,2016,1
Máritanía,2017,1
Máritanía,2018,1
Máritanía,2019,1
Máritanía,2020,0
Máritanía,2021,1
Máritanía,2022,2
Máritanía,2023,1
Máritanía,2024,0
Máritíus,1998,1
Máritíus,1999,1
Máritíus,2000,1
Máritíus,2001,2
Máritíus,2002,2
Máritíus,2003,1
Máritíus,2004,3
Máritíus,2005,2
Máritíus,2006,2
Máritíus,2007,3
Máritíus,2008,3
Máritíus,2009,1
Máritíus,2010,2
Máritíus,2011,1
Máritíus,2012,1
Máritíus,2013,1
Máritíus,2014,1
Máritíus,2015,1
Máritíus,2016,1
Máritíus,2017,2
Máritíus,2018,2
Máritíus,2019,2
Máritíus,2020,2
Máritíus,2021,2
Máritíus,2022,1
Máritíus,2023,2
Máritíus,2024,2
Malaví,1998,0
Malaví,1999,0
Malaví,2000,0
Malaví,2001,0
Malaví,2002,0
Malaví,2003,0
Malaví,2004,2
Malaví,2005,1
Malaví,2006,1
Malaví,2007,1
Malaví,2008,0
Malaví,2009,0
Malaví,2010,0
Malaví,2011,0
Malaví,2012,0
Malaví,2013,0
Malaví,2014,0
Malaví,2015,2
Malaví,2016,2
Malaví,2017,1
Malaví,2018,0
Malaví,2019,0
Malaví,2020,5
Malaví,2021,4
Malaví,2022,6
Malaví,2023,5
Malaví,2024,7
Mósambík,1998,0
Mósambík,1999,0
Mósambík,2000,0
Mósambík,2001,0
Mósambík,2002,0
Mósambík,2003,0
Mósambík,2004,1
Mósambík,2005,0
Mósambík,2006,0
Mósambík,2007,0
Mósambík,2008,0
Mósambík,2009,0
Mósambík,2010,1
Mósambík,2011,1
Mósambík,2012,1
Mósambík,2013,3
Mósambík,2014,3
Mósambík,2015,4
Mósambík,2016,4
Mósambík,2017,4
Mósambík,2018,4
Mósambík,2019,4
Mósambík,2020,2
Mósambík,2021,3
Mósambík,2022,4
Mósambík,2023,3
Mósambík,2024,3
Namibía,1998,4
Namibía,1999,2
Namibía,2000,4
Namibía,2001,5
Namibía,2002,9
Namibía,2003,8
Namibía,2004,10
Namibía,2005,6
Namibía,2006,4
Namibía,2007,3
Namibía,2008,3
Namibía,2009,5
Namibía,2010,4
Namibía,2011,4
Namibía,2012,3
Namibía,2013,1
Namibía,2014,3
Namibía,2015,1
Namibía,2016,2
Namibía,2017,2
Namibía,2018,3
Namibía,2019,1
Namibía,2020,1
Namibía,2021,0
Namibía,2022,3
Namibía,2023,4
Namibía,2024,3
Níger,1998,0
Níger,1999,0
Níger,2000,0
Níger,2001,0
Níger,2002,0
Níger,2003,0
Níger,2004,0
Níger,2005,0
Níger,2006,1
Níger,2007,1
Níger,2008,0
Níger,2009,0
Níger,2010,0
Níger,2011,0
Níger,2012,0
Níger,2013,0
Níger,2014,0
Níger,2015,0
Níger,2016,0
Níger,2017,0
Níger,2018,0
Níger,2019,0
Níger,2020,0
Níger,2021,0
Níger,2022,0
Níger,2023,0
Níger,2024,0
Nígería,1998,4
Nígería,1999,8
Nígería,2000,9
Nígería,2001,20
Nígería,2002,18
Nígería,2003,19
Nígería,2004,17
Nígería,2005,17
Nígería,2006,15
Nígería,2007,15
Nígería,2008,17
Nígería,2009,16
Nígería,2010,13
Nígería,2011,16
Nígería,2012,16
Nígería,2013,20
Nígería,2014,22
Nígería,2015,30
Nígería,2016,37
Nígería,2017,40
Nígería,2018,55
Nígería,2019,56
Nígería,2020,73
Nígería,2021,91
Nígería,2022,109
Nígería,2023,117
Nígería,2024,150
Rwanda,1998,0
Rwanda,1999,1
Rwanda,2000,1
Rwanda,2001,1
Rwanda,2002,1
Rwanda,2003,1
Rwanda,2004,1
Rwanda,2005,1
Rwanda,2006,1
Rwanda,2007,1
Rwanda,2008,1
Rwanda,2009,1
Rwanda,2010,1
Rwanda,2011,1
Rwanda,2012,1
Rwanda,2013,1
Rwanda,2014,2
Rwanda,2015,2
Rwanda,2016,1
Rwanda,2017,1
Rwanda,2018,1
Rwanda,2019,1
Rwanda,2020,2
Rwanda,2021,2
Rwanda,2022,2
Rwanda,2023,1
Rwanda,2024,2
Seychelles-eyjar,1998,0
Seychelles-eyjar,1999,0
Seychelles-eyjar,2000,0
Seychelles-eyjar,2001,0
Seychelles-eyjar,2002,0
Seychelles-eyjar,2003,0
Seychelles-eyjar,2004,0
Seychelles-eyjar,2005,0
Seychelles-eyjar,2006,0
Seychelles-eyjar,2007,0
Seychelles-eyjar,2008,0
Seychelles-eyjar,2009,0
Seychelles-eyjar,2010,0
Seychelles-eyjar,2011,0
Seychelles-eyjar,2012,0
Seychelles-eyjar,2013,0
Seychelles-eyjar,2014,0
Seychelles-eyjar,2015,0
Seychelles-eyjar,2016,0
Seychelles-eyjar,2017,0
Seychelles-eyjar,2018,0
Seychelles-eyjar,2019,0
Seychelles-eyjar,2020,0
Seychelles-eyjar,2021,0
Seychelles-eyjar,2022,0
Seychelles-eyjar,2023,0
Seychelles-eyjar,2024,0
Súdan,1998,0
Súdan,1999,0
Súdan,2000,0
Súdan,2001,0
Súdan,2002,0
Súdan,2003,0
Súdan,2004,0
Súdan,2005,0
Súdan,2006,0
Súdan,2007,0
Súdan,2008,0
Súdan,2009,0
Súdan,2010,0
Súdan,2011,0
Súdan,2012,0
Súdan,2013,0
Súdan,2014,0
Súdan,2015,0
Súdan,2016,1
Súdan,2017,2
Súdan,2018,2
Súdan,2019,3
Súdan,2020,7
Súdan,2021,8
Súdan,2022,8
Súdan,2023,6
Súdan,2024,7
Síerra Leóne,1998,2
Síerra Leóne,1999,2
