date,undirvisitala,lidur,value,flokkur_1,flokkur_2,flokkur_3
2007-09-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2007-10-01,045 Rafmagn og hiti,"Vægi, %",0.0222,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2007-10-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",-9e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2007-10-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2007-11-01,045 Rafmagn og hiti,"Vægi, %",0.022099999999999998,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2007-11-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2007-11-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2007-12-01,045 Rafmagn og hiti,"Vægi, %",0.0219,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2007-12-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",3e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2007-12-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-01-01,045 Rafmagn og hiti,"Vægi, %",0.0219,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-01-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",3e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-01-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-02-01,045 Rafmagn og hiti,"Vægi, %",0.022099999999999998,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-02-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.020499999999999997,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-02-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",4e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-03-01,045 Rafmagn og hiti,"Vægi, %",0.0218,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-03-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.0034000000000000002,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-03-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",1e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-04-01,045 Rafmagn og hiti,"Vægi, %",0.0217,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-04-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-04-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-05-01,045 Rafmagn og hiti,"Vægi, %",0.021400000000000002,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-05-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-05-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-06-01,045 Rafmagn og hiti,"Vægi, %",0.0213,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-06-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-06-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-07-01,045 Rafmagn og hiti,"Vægi, %",0.0215,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-07-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.019,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-07-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",4e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-08-01,045 Rafmagn og hiti,"Vægi, %",0.0213,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-08-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",3e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-08-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-09-01,045 Rafmagn og hiti,"Vægi, %",0.0216,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-09-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.0258,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-09-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",5e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-10-01,045 Rafmagn og hiti,"Vægi, %",0.0217,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-10-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.024,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-10-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",5e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-11-01,045 Rafmagn og hiti,"Vægi, %",0.0213,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-11-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",3e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-11-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-12-01,045 Rafmagn og hiti,"Vægi, %",0.021099999999999997,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-12-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.004,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2008-12-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",1e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-01-01,045 Rafmagn og hiti,"Vægi, %",0.0213,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-01-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.0158,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-01-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",3e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-02-01,045 Rafmagn og hiti,"Vægi, %",0.021400000000000002,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-02-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.008199999999999999,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-02-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",2e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-03-01,045 Rafmagn og hiti,"Vægi, %",0.0216,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-03-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.0040999999999999995,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-03-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",1e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-04-01,045 Rafmagn og hiti,"Vægi, %",0.0255,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-04-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-04-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-05-01,045 Rafmagn og hiti,"Vægi, %",0.0252,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-05-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",5e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-05-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-06-01,045 Rafmagn og hiti,"Vægi, %",0.024900000000000002,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-06-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-06-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-07-01,045 Rafmagn og hiti,"Vægi, %",0.0252,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-07-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.0146,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-07-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",4e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-08-01,045 Rafmagn og hiti,"Vægi, %",0.0254,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-08-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.013999999999999999,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-08-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",4e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-09-01,045 Rafmagn og hiti,"Vægi, %",0.0252,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-09-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-09-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-10-01,045 Rafmagn og hiti,"Vægi, %",0.025,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-10-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",1e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-10-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-11-01,045 Rafmagn og hiti,"Vægi, %",0.024900000000000002,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-11-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.0032,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-11-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",1e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-12-01,045 Rafmagn og hiti,"Vægi, %",0.024700000000000003,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-12-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2009-12-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-01-01,045 Rafmagn og hiti,"Vægi, %",0.0259,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-01-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.0426,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-01-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0.0011,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-02-01,045 Rafmagn og hiti,"Vægi, %",0.0258,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-02-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.0101,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-02-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",3e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-03-01,045 Rafmagn og hiti,"Vægi, %",0.025699999999999997,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-03-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.0012,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-03-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-04-01,045 Rafmagn og hiti,"Vægi, %",0.026699999999999998,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-04-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",6e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-04-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-05-01,045 Rafmagn og hiti,"Vægi, %",0.026600000000000002,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-05-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-05-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-06-01,045 Rafmagn og hiti,"Vægi, %",0.026699999999999998,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-06-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-06-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-07-01,045 Rafmagn og hiti,"Vægi, %",0.0273,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-07-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.0173,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-07-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",5e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-08-01,045 Rafmagn og hiti,"Vægi, %",0.0273,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-08-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.0031,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-08-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",1e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-09-01,045 Rafmagn og hiti,"Vægi, %",0.0273,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-09-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-09-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-10-01,045 Rafmagn og hiti,"Vægi, %",0.0301,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-10-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.1094,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-10-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0.003,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-11-01,045 Rafmagn og hiti,"Vægi, %",0.031200000000000002,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-11-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.0383,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-11-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0.0012,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-12-01,045 Rafmagn og hiti,"Vægi, %",0.031200000000000002,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-12-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.0018,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2010-12-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",1e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-01-01,045 Rafmagn og hiti,"Vægi, %",0.0321,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-01-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.0202,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-01-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",6e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-02-01,045 Rafmagn og hiti,"Vægi, %",0.0318,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-02-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.0032,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-02-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",1e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-03-01,045 Rafmagn og hiti,"Vægi, %",0.0315,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-03-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-03-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-04-01,045 Rafmagn og hiti,"Vægi, %",0.0317,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-04-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.0017000000000000001,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-04-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",1e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-05-01,045 Rafmagn og hiti,"Vægi, %",0.0323,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-05-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.0265,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-05-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",8e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-06-01,045 Rafmagn og hiti,"Vægi, %",0.0321,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-06-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-06-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-07-01,045 Rafmagn og hiti,"Vægi, %",0.0323,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-07-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.0055000000000000005,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-07-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",2e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-08-01,045 Rafmagn og hiti,"Vægi, %",0.0322,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-08-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",8e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-08-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-09-01,045 Rafmagn og hiti,"Vægi, %",0.032,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-09-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-09-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-10-01,045 Rafmagn og hiti,"Vægi, %",0.0319,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-10-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",4e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-10-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-11-01,045 Rafmagn og hiti,"Vægi, %",0.0319,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-11-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-11-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-12-01,045 Rafmagn og hiti,"Vægi, %",0.0319,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-12-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.0019,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2011-12-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",1e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-01-01,045 Rafmagn og hiti,"Vægi, %",0.0332,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-01-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.044199999999999996,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-01-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0.0014000000000000002,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-02-01,045 Rafmagn og hiti,"Vægi, %",0.0329,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-02-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.0014000000000000002,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-02-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-03-01,045 Rafmagn og hiti,"Vægi, %",0.0325,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-03-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-03-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-04-01,045 Rafmagn og hiti,"Vægi, %",0.0316,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-04-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-04-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-05-01,045 Rafmagn og hiti,"Vægi, %",0.0316,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-05-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",3e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-05-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-06-01,045 Rafmagn og hiti,"Vægi, %",0.0315,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-06-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.0017000000000000001,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-06-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",1e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-07-01,045 Rafmagn og hiti,"Vægi, %",0.0319,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-07-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.006999999999999999,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-07-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",2e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-08-01,045 Rafmagn og hiti,"Vægi, %",0.0322,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-08-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.0060999999999999995,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-08-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",2e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-09-01,045 Rafmagn og hiti,"Vægi, %",0.0323,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-09-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",0.0131,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-09-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",4e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-10-01,045 Rafmagn og hiti,"Vægi, %",0.0323,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-10-01,045 Rafmagn og hiti,"Mánaðarbreyting, %",2e-4,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-10-01,045 Rafmagn og hiti,"Áhrif á vísitölu, %",0,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
2012-11-01,045 Rafmagn og hiti,"Vægi, %",0.0322,"04 Húsnæði, hiti og rafmagn",045 Rafmagn og hiti,Samtals
