date,undirvisitala,lidur,value,flokkur_1,flokkur_2,flokkur_3
2021-08-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2021-09-01,02 Áfengi og tóbak,"Vægi, %",0.0265,02 Áfengi og tóbak,Samtals,Samtals
2021-09-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",-0.0014000000000000002,02 Áfengi og tóbak,Samtals,Samtals
2021-09-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2021-10-01,02 Áfengi og tóbak,"Vægi, %",0.0263,02 Áfengi og tóbak,Samtals,Samtals
2021-10-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",-8e-4,02 Áfengi og tóbak,Samtals,Samtals
2021-10-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2021-11-01,02 Áfengi og tóbak,"Vægi, %",0.0262,02 Áfengi og tóbak,Samtals,Samtals
2021-11-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",0.0012,02 Áfengi og tóbak,Samtals,Samtals
2021-11-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2021-12-01,02 Áfengi og tóbak,"Vægi, %",0.026099999999999998,02 Áfengi og tóbak,Samtals,Samtals
2021-12-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",-1e-4,02 Áfengi og tóbak,Samtals,Samtals
2021-12-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2022-01-01,02 Áfengi og tóbak,"Vægi, %",0.0265,02 Áfengi og tóbak,Samtals,Samtals
2022-01-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",0.0199,02 Áfengi og tóbak,Samtals,Samtals
2022-01-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",5e-4,02 Áfengi og tóbak,Samtals,Samtals
2022-02-01,02 Áfengi og tóbak,"Vægi, %",0.0263,02 Áfengi og tóbak,Samtals,Samtals
2022-02-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",0.004699999999999999,02 Áfengi og tóbak,Samtals,Samtals
2022-02-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",1e-4,02 Áfengi og tóbak,Samtals,Samtals
2022-03-01,02 Áfengi og tóbak,"Vægi, %",0.026099999999999998,02 Áfengi og tóbak,Samtals,Samtals
2022-03-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",5e-4,02 Áfengi og tóbak,Samtals,Samtals
2022-03-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2022-04-01,02 Áfengi og tóbak,"Vægi, %",0.024900000000000002,02 Áfengi og tóbak,Samtals,Samtals
2022-04-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",4e-4,02 Áfengi og tóbak,Samtals,Samtals
2022-04-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2022-05-01,02 Áfengi og tóbak,"Vægi, %",0.0248,02 Áfengi og tóbak,Samtals,Samtals
2022-05-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",0.0012,02 Áfengi og tóbak,Samtals,Samtals
2022-05-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2022-06-01,02 Áfengi og tóbak,"Vægi, %",0.024399999999999998,02 Áfengi og tóbak,Samtals,Samtals
2022-06-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",-0.0014000000000000002,02 Áfengi og tóbak,Samtals,Samtals
2022-06-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2022-07-01,02 Áfengi og tóbak,"Vægi, %",0.024,02 Áfengi og tóbak,Samtals,Samtals
2022-07-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",-0.0033,02 Áfengi og tóbak,Samtals,Samtals
2022-07-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",-1e-4,02 Áfengi og tóbak,Samtals,Samtals
2022-08-01,02 Áfengi og tóbak,"Vægi, %",0.0241,02 Áfengi og tóbak,Samtals,Samtals
2022-08-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",0.0064,02 Áfengi og tóbak,Samtals,Samtals
2022-08-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",2e-4,02 Áfengi og tóbak,Samtals,Samtals
2022-09-01,02 Áfengi og tóbak,"Vægi, %",0.0241,02 Áfengi og tóbak,Samtals,Samtals
2022-09-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",0,02 Áfengi og tóbak,Samtals,Samtals
2022-09-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2022-10-01,02 Áfengi og tóbak,"Vægi, %",0.024,02 Áfengi og tóbak,Samtals,Samtals
2022-10-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",0.002,02 Áfengi og tóbak,Samtals,Samtals
2022-10-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2022-11-01,02 Áfengi og tóbak,"Vægi, %",0.0239,02 Áfengi og tóbak,Samtals,Samtals
2022-11-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",-2e-4,02 Áfengi og tóbak,Samtals,Samtals
2022-11-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2022-12-01,02 Áfengi og tóbak,"Vægi, %",0.0239,02 Áfengi og tóbak,Samtals,Samtals
2022-12-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",0.0059,02 Áfengi og tóbak,Samtals,Samtals
2022-12-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",1e-4,02 Áfengi og tóbak,Samtals,Samtals
2023-01-01,02 Áfengi og tóbak,"Vægi, %",0.025,02 Áfengi og tóbak,Samtals,Samtals
2023-01-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",0.0554,02 Áfengi og tóbak,Samtals,Samtals
2023-01-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0.0013,02 Áfengi og tóbak,Samtals,Samtals
2023-02-01,02 Áfengi og tóbak,"Vægi, %",0.0248,02 Áfengi og tóbak,Samtals,Samtals
2023-02-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",0.0058,02 Áfengi og tóbak,Samtals,Samtals
2023-02-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",1e-4,02 Áfengi og tóbak,Samtals,Samtals
2023-03-01,02 Áfengi og tóbak,"Vægi, %",0.024700000000000003,02 Áfengi og tóbak,Samtals,Samtals
2023-03-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",0.0012,02 Áfengi og tóbak,Samtals,Samtals
2023-03-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2023-04-01,02 Áfengi og tóbak,"Vægi, %",0.0241,02 Áfengi og tóbak,Samtals,Samtals
2023-04-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",0.0031,02 Áfengi og tóbak,Samtals,Samtals
2023-04-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",1e-4,02 Áfengi og tóbak,Samtals,Samtals
2023-05-01,02 Áfengi og tóbak,"Vægi, %",0.0241,02 Áfengi og tóbak,Samtals,Samtals
2023-05-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",0.002,02 Áfengi og tóbak,Samtals,Samtals
2023-05-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2023-06-01,02 Áfengi og tóbak,"Vægi, %",0.0241,02 Áfengi og tóbak,Samtals,Samtals
2023-06-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",0.0067,02 Áfengi og tóbak,Samtals,Samtals
2023-06-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",2e-4,02 Áfengi og tóbak,Samtals,Samtals
2023-07-01,02 Áfengi og tóbak,"Vægi, %",0.024,02 Áfengi og tóbak,Samtals,Samtals
2023-07-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",-1e-4,02 Áfengi og tóbak,Samtals,Samtals
2023-07-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2023-08-01,02 Áfengi og tóbak,"Vægi, %",0.024,02 Áfengi og tóbak,Samtals,Samtals
2023-08-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",4e-4,02 Áfengi og tóbak,Samtals,Samtals
2023-08-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2023-09-01,02 Áfengi og tóbak,"Vægi, %",0.0239,02 Áfengi og tóbak,Samtals,Samtals
2023-09-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",5e-4,02 Áfengi og tóbak,Samtals,Samtals
2023-09-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2023-10-01,02 Áfengi og tóbak,"Vægi, %",0.023700000000000002,02 Áfengi og tóbak,Samtals,Samtals
2023-10-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",-0.0024,02 Áfengi og tóbak,Samtals,Samtals
2023-10-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",-1e-4,02 Áfengi og tóbak,Samtals,Samtals
2023-11-01,02 Áfengi og tóbak,"Vægi, %",0.0236,02 Áfengi og tóbak,Samtals,Samtals
2023-11-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",0.0013,02 Áfengi og tóbak,Samtals,Samtals
2023-11-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2023-12-01,02 Áfengi og tóbak,"Vægi, %",0.0236,02 Áfengi og tóbak,Samtals,Samtals
2023-12-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",6e-4,02 Áfengi og tóbak,Samtals,Samtals
2023-12-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2024-01-01,02 Áfengi og tóbak,"Vægi, %",0.024300000000000002,02 Áfengi og tóbak,Samtals,Samtals
2024-01-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",0.0304,02 Áfengi og tóbak,Samtals,Samtals
2024-01-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",7.000000000000001e-4,02 Áfengi og tóbak,Samtals,Samtals
2024-02-01,02 Áfengi og tóbak,"Vægi, %",0.0241,02 Áfengi og tóbak,Samtals,Samtals
2024-02-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",0.0033,02 Áfengi og tóbak,Samtals,Samtals
2024-02-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",1e-4,02 Áfengi og tóbak,Samtals,Samtals
2024-03-01,02 Áfengi og tóbak,"Vægi, %",0.0239,02 Áfengi og tóbak,Samtals,Samtals
2024-03-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",0.001,02 Áfengi og tóbak,Samtals,Samtals
2024-03-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2024-04-01,02 Áfengi og tóbak,"Vægi, %",0.023799999999999998,02 Áfengi og tóbak,Samtals,Samtals
2024-04-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",6e-4,02 Áfengi og tóbak,Samtals,Samtals
2024-04-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2024-05-01,02 Áfengi og tóbak,"Vægi, %",0.023700000000000002,02 Áfengi og tóbak,Samtals,Samtals
2024-05-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",0.0017000000000000001,02 Áfengi og tóbak,Samtals,Samtals
2024-05-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2024-06-01,02 Áfengi og tóbak,"Vægi, %",0.0236,02 Áfengi og tóbak,Samtals,Samtals
2024-06-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",-7.000000000000001e-4,02 Áfengi og tóbak,Samtals,Samtals
2024-06-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2024-07-01,02 Áfengi og tóbak,"Vægi, %",0.0235,02 Áfengi og tóbak,Samtals,Samtals
2024-07-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",0.001,02 Áfengi og tóbak,Samtals,Samtals
2024-07-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2024-08-01,02 Áfengi og tóbak,"Vægi, %",0.0235,02 Áfengi og tóbak,Samtals,Samtals
2024-08-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",7.000000000000001e-4,02 Áfengi og tóbak,Samtals,Samtals
2024-08-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2024-09-01,02 Áfengi og tóbak,"Vægi, %",0.0236,02 Áfengi og tóbak,Samtals,Samtals
2024-09-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",1e-4,02 Áfengi og tóbak,Samtals,Samtals
2024-09-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2024-10-01,02 Áfengi og tóbak,"Vægi, %",0.0235,02 Áfengi og tóbak,Samtals,Samtals
2024-10-01,02 Áfengi og tóbak,"Mánaðarbreyting, %",9e-4,02 Áfengi og tóbak,Samtals,Samtals
2024-10-01,02 Áfengi og tóbak,"Áhrif á vísitölu, %",0,02 Áfengi og tóbak,Samtals,Samtals
2002-08-01,03 Föt og skór,"Vægi, %",0.0528,03 Föt og skór,Samtals,Samtals
2002-08-01,03 Föt og skór,"Mánaðarbreyting, %",-0.0928,03 Föt og skór,Samtals,Samtals
2002-08-01,03 Föt og skór,"Áhrif á vísitölu, %",-0.0054,03 Föt og skór,Samtals,Samtals
2002-09-01,03 Föt og skór,"Vægi, %",0.0548,03 Föt og skór,Samtals,Samtals
2002-09-01,03 Föt og skór,"Mánaðarbreyting, %",0.0446,03 Föt og skór,Samtals,Samtals
2002-09-01,03 Föt og skór,"Áhrif á vísitölu, %",0.0024,03 Föt og skór,Samtals,Samtals
2002-10-01,03 Föt og skór,"Vægi, %",0.0572,03 Föt og skór,Samtals,Samtals
2002-10-01,03 Föt og skór,"Mánaðarbreyting, %",0.049100000000000005,03 Föt og skór,Samtals,Samtals
2002-10-01,03 Föt og skór,"Áhrif á vísitölu, %",0.0027,03 Föt og skór,Samtals,Samtals
2002-11-01,03 Föt og skór,"Vægi, %",0.057300000000000004,03 Föt og skór,Samtals,Samtals
2002-11-01,03 Föt og skór,"Mánaðarbreyting, %",-3e-4,03 Föt og skór,Samtals,Samtals
2002-11-01,03 Föt og skór,"Áhrif á vísitölu, %",0,03 Föt og skór,Samtals,Samtals
2002-12-01,03 Föt og skór,"Vægi, %",0.056600000000000004,03 Föt og skór,Samtals,Samtals
2002-12-01,03 Föt og skór,"Mánaðarbreyting, %",-0.011200000000000002,03 Föt og skór,Samtals,Samtals
2002-12-01,03 Föt og skór,"Áhrif á vísitölu, %",-6e-4,03 Föt og skór,Samtals,Samtals
2003-01-01,03 Föt og skór,"Vægi, %",0.051500000000000004,03 Föt og skór,Samtals,Samtals
2003-01-01,03 Föt og skór,"Mánaðarbreyting, %",-0.08779999999999999,03 Föt og skór,Samtals,Samtals
2003-01-01,03 Föt og skór,"Áhrif á vísitölu, %",-0.005,03 Föt og skór,Samtals,Samtals
2003-02-01,03 Föt og skór,"Vægi, %",0.048600000000000004,03 Föt og skór,Samtals,Samtals
2003-02-01,03 Föt og skór,"Mánaðarbreyting, %",-0.0574,03 Föt og skór,Samtals,Samtals
2003-02-01,03 Föt og skór,"Áhrif á vísitölu, %",-0.003,03 Föt og skór,Samtals,Samtals
2003-03-01,03 Föt og skór,"Vægi, %",0.054299999999999994,03 Föt og skór,Samtals,Samtals
2003-03-01,03 Föt og skór,"Mánaðarbreyting, %",0.1295,03 Föt og skór,Samtals,Samtals
2003-03-01,03 Föt og skór,"Áhrif á vísitölu, %",0.0063,03 Föt og skór,Samtals,Samtals
2003-04-01,03 Föt og skór,"Vægi, %",0.054000000000000006,03 Föt og skór,Samtals,Samtals
2003-04-01,03 Föt og skór,"Mánaðarbreyting, %",0.026000000000000002,03 Föt og skór,Samtals,Samtals
2003-04-01,03 Föt og skór,"Áhrif á vísitölu, %",0.0014000000000000002,03 Föt og skór,Samtals,Samtals
2003-05-01,03 Föt og skór,"Vægi, %",0.0542,03 Föt og skór,Samtals,Samtals
2003-05-01,03 Föt og skór,"Mánaðarbreyting, %",0.0011,03 Föt og skór,Samtals,Samtals
2003-05-01,03 Föt og skór,"Áhrif á vísitölu, %",1e-4,03 Föt og skór,Samtals,Samtals
2003-06-01,03 Föt og skór,"Vægi, %",0.0545,03 Föt og skór,Samtals,Samtals
2003-06-01,03 Föt og skór,"Mánaðarbreyting, %",0.0062,03 Föt og skór,Samtals,Samtals
2003-06-01,03 Föt og skór,"Áhrif á vísitölu, %",3e-4,03 Föt og skór,Samtals,Samtals
2003-07-01,03 Föt og skór,"Vægi, %",0.0508,03 Föt og skór,Samtals,Samtals
2003-07-01,03 Föt og skór,"Mánaðarbreyting, %",-0.0677,03 Föt og skór,Samtals,Samtals
2003-07-01,03 Föt og skór,"Áhrif á vísitölu, %",-0.0037,03 Föt og skór,Samtals,Samtals
2003-08-01,03 Föt og skór,"Vægi, %",0.0493,03 Föt og skór,Samtals,Samtals
2003-08-01,03 Föt og skór,"Mánaðarbreyting, %",-0.030299999999999997,03 Föt og skór,Samtals,Samtals
2003-08-01,03 Föt og skór,"Áhrif á vísitölu, %",-0.0015,03 Föt og skór,Samtals,Samtals
2003-09-01,03 Föt og skór,"Vægi, %",0.0524,03 Föt og skór,Samtals,Samtals
2003-09-01,03 Föt og skór,"Mánaðarbreyting, %",0.06849999999999999,03 Föt og skór,Samtals,Samtals
2003-09-01,03 Föt og skór,"Áhrif á vísitölu, %",0.0034000000000000002,03 Föt og skór,Samtals,Samtals
2003-10-01,03 Föt og skór,"Vægi, %",0.0546,03 Föt og skór,Samtals,Samtals
2003-10-01,03 Föt og skór,"Mánaðarbreyting, %",0.047400000000000005,03 Föt og skór,Samtals,Samtals
2003-10-01,03 Föt og skór,"Áhrif á vísitölu, %",0.0025,03 Föt og skór,Samtals,Samtals
2003-11-01,03 Föt og skór,"Vægi, %",0.0545,03 Föt og skór,Samtals,Samtals
2003-11-01,03 Föt og skór,"Mánaðarbreyting, %",-2e-4,03 Föt og skór,Samtals,Samtals
2003-11-01,03 Föt og skór,"Áhrif á vísitölu, %",0,03 Föt og skór,Samtals,Samtals
2003-12-01,03 Föt og skór,"Vægi, %",0.0546,03 Föt og skór,Samtals,Samtals
2003-12-01,03 Föt og skór,"Mánaðarbreyting, %",0.0054,03 Föt og skór,Samtals,Samtals
2003-12-01,03 Föt og skór,"Áhrif á vísitölu, %",3e-4,03 Föt og skór,Samtals,Samtals
2004-01-01,03 Föt og skór,"Vægi, %",0.048600000000000004,03 Föt og skór,Samtals,Samtals
2004-01-01,03 Föt og skór,"Mánaðarbreyting, %",-0.10980000000000001,03 Föt og skór,Samtals,Samtals
2004-01-01,03 Föt og skór,"Áhrif á vísitölu, %",-0.006,03 Föt og skór,Samtals,Samtals
2004-02-01,03 Föt og skór,"Vægi, %",0.047,03 Föt og skór,Samtals,Samtals
2004-02-01,03 Föt og skór,"Mánaðarbreyting, %",-0.0364,03 Föt og skór,Samtals,Samtals
2004-02-01,03 Föt og skór,"Áhrif á vísitölu, %",-0.0018,03 Föt og skór,Samtals,Samtals
2004-03-01,03 Föt og skór,"Vægi, %",0.051399999999999994,03 Föt og skór,Samtals,Samtals
2004-03-01,03 Föt og skór,"Mánaðarbreyting, %",0.1013,03 Föt og skór,Samtals,Samtals
2004-03-01,03 Föt og skór,"Áhrif á vísitölu, %",0.0048,03 Föt og skór,Samtals,Samtals
2004-04-01,03 Föt og skór,"Vægi, %",0.0582,03 Föt og skór,Samtals,Samtals
2004-04-01,03 Föt og skór,"Mánaðarbreyting, %",0.0529,03 Föt og skór,Samtals,Samtals
2004-04-01,03 Föt og skór,"Áhrif á vísitölu, %",0.0029,03 Föt og skór,Samtals,Samtals
2004-05-01,03 Föt og skór,"Vægi, %",0.057800000000000004,03 Föt og skór,Samtals,Samtals
2004-05-01,03 Föt og skór,"Mánaðarbreyting, %",0.001,03 Föt og skór,Samtals,Samtals
2004-05-01,03 Föt og skór,"Áhrif á vísitölu, %",1e-4,03 Föt og skór,Samtals,Samtals
2004-06-01,03 Föt og skór,"Vægi, %",0.0574,03 Föt og skór,Samtals,Samtals
2004-06-01,03 Föt og skór,"Mánaðarbreyting, %",0,03 Föt og skór,Samtals,Samtals
2004-06-01,03 Föt og skór,"Áhrif á vísitölu, %",0,03 Föt og skór,Samtals,Samtals
2004-07-01,03 Föt og skór,"Vægi, %",0.053200000000000004,03 Föt og skór,Samtals,Samtals
2004-07-01,03 Föt og skór,"Mánaðarbreyting, %",-0.078,03 Föt og skór,Samtals,Samtals
2004-07-01,03 Föt og skór,"Áhrif á vísitölu, %",-0.0045000000000000005,03 Föt og skór,Samtals,Samtals
2004-08-01,03 Föt og skór,"Vægi, %",0.05,03 Föt og skór,Samtals,Samtals
2004-08-01,03 Föt og skór,"Mánaðarbreyting, %",-0.0601,03 Föt og skór,Samtals,Samtals
2004-08-01,03 Föt og skór,"Áhrif á vísitölu, %",-0.0032,03 Föt og skór,Samtals,Samtals
2004-09-01,03 Föt og skór,"Vægi, %",0.0535,03 Föt og skór,Samtals,Samtals
2004-09-01,03 Föt og skór,"Mánaðarbreyting, %",0.07519999999999999,03 Föt og skór,Samtals,Samtals
2004-09-01,03 Föt og skór,"Áhrif á vísitölu, %",0.0038,03 Föt og skór,Samtals,Samtals
2004-10-01,03 Föt og skór,"Vægi, %",0.0564,03 Föt og skór,Samtals,Samtals
2004-10-01,03 Föt og skór,"Mánaðarbreyting, %",0.0622,03 Föt og skór,Samtals,Samtals
2004-10-01,03 Föt og skór,"Áhrif á vísitölu, %",0.0033,03 Föt og skór,Samtals,Samtals
2004-11-01,03 Föt og skór,"Vægi, %",0.056100000000000004,03 Föt og skór,Samtals,Samtals
2004-11-01,03 Föt og skór,"Mánaðarbreyting, %",-0.0028000000000000004,03 Föt og skór,Samtals,Samtals
2004-11-01,03 Föt og skór,"Áhrif á vísitölu, %",-2e-4,03 Föt og skór,Samtals,Samtals
2004-12-01,03 Föt og skór,"Vægi, %",0.056100000000000004,03 Föt og skór,Samtals,Samtals
2004-12-01,03 Föt og skór,"Mánaðarbreyting, %",0.0048,03 Föt og skór,Samtals,Samtals
2004-12-01,03 Föt og skór,"Áhrif á vísitölu, %",3e-4,03 Föt og skór,Samtals,Samtals
2005-01-01,03 Föt og skór,"Vægi, %",0.050499999999999996,03 Föt og skór,Samtals,Samtals
2005-01-01,03 Föt og skór,"Mánaðarbreyting, %",-0.10039999999999999,03 Föt og skór,Samtals,Samtals
2005-01-01,03 Föt og skór,"Áhrif á vísitölu, %",-0.005600000000000001,03 Föt og skór,Samtals,Samtals
2005-02-01,03 Föt og skór,"Vægi, %",0.0479,03 Föt og skór,Samtals,Samtals
2005-02-01,03 Föt og skór,"Mánaðarbreyting, %",-0.049,03 Föt og skór,Samtals,Samtals
2005-02-01,03 Föt og skór,"Áhrif á vísitölu, %",-0.0025,03 Föt og skór,Samtals,Samtals
2005-03-01,03 Föt og skór,"Vægi, %",0.0533,03 Föt og skór,Samtals,Samtals
2005-03-01,03 Föt og skór,"Mánaðarbreyting, %",0.12210000000000001,03 Föt og skór,Samtals,Samtals
2005-03-01,03 Föt og skór,"Áhrif á vísitölu, %",0.0058,03 Föt og skór,Samtals,Samtals
2005-04-01,03 Föt og skór,"Vægi, %",0.053899999999999997,03 Föt og skór,Samtals,Samtals
2005-04-01,03 Föt og skór,"Mánaðarbreyting, %",0.0273,03 Föt og skór,Samtals,Samtals
2005-04-01,03 Föt og skór,"Áhrif á vísitölu, %",0.0014000000000000002,03 Föt og skór,Samtals,Samtals
2005-05-01,03 Föt og skór,"Vægi, %",0.0552,03 Föt og skór,Samtals,Samtals
2005-05-01,03 Föt og skór,"Mánaðarbreyting, %",0.0191,03 Föt og skór,Samtals,Samtals
2005-05-01,03 Föt og skór,"Áhrif á vísitölu, %",0.001,03 Föt og skór,Samtals,Samtals
2005-06-01,03 Föt og skór,"Vægi, %",0.0542,03 Föt og skór,Samtals,Samtals
2005-06-01,03 Föt og skór,"Mánaðarbreyting, %",-0.011899999999999999,03 Föt og skór,Samtals,Samtals
2005-06-01,03 Föt og skór,"Áhrif á vísitölu, %",-7.000000000000001e-4,03 Föt og skór,Samtals,Samtals
2005-07-01,03 Föt og skór,"Vægi, %",0.049100000000000005,03 Föt og skór,Samtals,Samtals
2005-07-01,03 Föt og skór,"Mánaðarbreyting, %",-0.0932,03 Föt og skór,Samtals,Samtals
2005-07-01,03 Föt og skór,"Áhrif á vísitölu, %",-0.0051,03 Föt og skór,Samtals,Samtals
2005-08-01,03 Föt og skór,"Vægi, %",0.045700000000000005,03 Föt og skór,Samtals,Samtals
2005-08-01,03 Föt og skór,"Mánaðarbreyting, %",-0.0664,03 Föt og skór,Samtals,Samtals
2005-08-01,03 Föt og skór,"Áhrif á vísitölu, %",-0.0033,03 Föt og skór,Samtals,Samtals
2005-09-01,03 Föt og skór,"Vægi, %",0.0509,03 Föt og skór,Samtals,Samtals
2005-09-01,03 Föt og skór,"Mánaðarbreyting, %",0.1305,03 Föt og skór,Samtals,Samtals
2005-09-01,03 Föt og skór,"Áhrif á vísitölu, %",0.006,03 Föt og skór,Samtals,Samtals
2005-10-01,03 Föt og skór,"Vægi, %",0.0526,03 Föt og skór,Samtals,Samtals
2005-10-01,03 Föt og skór,"Mánaðarbreyting, %",0.04019999999999999,03 Föt og skór,Samtals,Samtals
2005-10-01,03 Föt og skór,"Áhrif á vísitölu, %",0.002,03 Föt og skór,Samtals,Samtals
2005-11-01,03 Föt og skór,"Vægi, %",0.052199999999999996,03 Föt og skór,Samtals,Samtals
2005-11-01,03 Föt og skór,"Mánaðarbreyting, %",-0.0092,03 Föt og skór,Samtals,Samtals
2005-11-01,03 Föt og skór,"Áhrif á vísitölu, %",-5e-4,03 Föt og skór,Samtals,Samtals
2005-12-01,03 Föt og skór,"Vægi, %",0.053200000000000004,03 Föt og skór,Samtals,Samtals
2005-12-01,03 Föt og skór,"Mánaðarbreyting, %",0.0213,03 Föt og skór,Samtals,Samtals
2005-12-01,03 Föt og skór,"Áhrif á vísitölu, %",0.0011,03 Föt og skór,Samtals,Samtals
2006-01-01,03 Föt og skór,"Vægi, %",0.0475,03 Föt og skór,Samtals,Samtals
2006-01-01,03 Föt og skór,"Mánaðarbreyting, %",-0.10339999999999999,03 Föt og skór,Samtals,Samtals
2006-01-01,03 Föt og skór,"Áhrif á vísitölu, %",-0.0055000000000000005,03 Föt og skór,Samtals,Samtals
2006-02-01,03 Föt og skór,"Vægi, %",0.042800000000000005,03 Föt og skór,Samtals,Samtals
2006-02-01,03 Föt og skór,"Mánaðarbreyting, %",-0.09939999999999999,03 Föt og skór,Samtals,Samtals
2006-02-01,03 Föt og skór,"Áhrif á vísitölu, %",-0.004699999999999999,03 Föt og skór,Samtals,Samtals
2006-03-01,03 Föt og skór,"Vægi, %",0.0495,03 Föt og skór,Samtals,Samtals
